,abw,afg,ago,aia,alb,and,ant,are,arg,arm,asm,ata,atf,atg,aus,aut,aze,bdi,bel,ben,bfa,bgd,bgr,bhr,bhs,bih,blr,blz,bmu,bol,bra,brb,brn,btn,bvt,bwa,caf,can,cck,che,chl,chn,civ,cmr,cod,cog,cok,col,com,cpv,cri,cub,cxr,cym,cyp,cze,deu,dji,dma,dnk,dom,dza,ecu,egy,eri,esh,esp,est,eth,fin,fji,flk,fra,fro,fsm,gab,gbr,geo,gha,gib,gin,gmb,gnb,gnq,grc,grd,grl,gtm,gum,guy,hkg,hmd,hnd,hrv,hti,hun,idn,ind,iot,irl,irn,irq,isl,isr,ita,jam,jor,jpn,kaz,ken,kgz,khm,kir,kna,kor,kwt,lao,lbn,lbr,lby,lca,lka,lso,ltu,lux,lva,mac,mar,mda,mdg,mdv,mex,mhl,mkd,mli,mlt,mmr,mne,mng,mnp,moz,mrt,msr,mus,mwi,mys,myt,nam,ncl,ner,nfk,nga,nic,niu,nld,nor,npl,nru,nzl,omn,pak,pan,pcn,per,phl,plw,png,pol,prk,prt,pry,pse,pyf,qat,rou,rus,rwa,sau,sdn,sen,sgp,sgs,shn,slb,sle,slv,smr,som,spm,srb,stp,sur,svk,svn,swe,swz,syc,syr,tca,tcd,tgo,tha,tjk,tkl,tkm,tls,ton,tto,tun,tur,tuv,tza,uga,ukr,umi,ury,usa,uzb,vat,vct,ven,vgb,vnm,vut,wlf,wsm,yem,zaf,zmb,zwe
cym,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21065.0,0.0,0.0,0.0,0.0,0.0,0.0,497282.0,553673.0,0.0,0.0,164811.0,0.0,0.0,0.0,7121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373898365.0,0.0,0.0,0.0,0.0,0.0,0.0,7259862.0,0.0,20194779.0,745072.0,13414000.0,0.0,0.0,0.0,0.0,0.0,1656926.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12769.0,539732262.0,0.0,0.0,1284315.0,0.0,0.0,0.0,0.0,0.0,0.0,40394426.0,38645.0,0.0,82112.0,0.0,0.0,20099485.0,0.0,0.0,0.0,36533901.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91793946.0,0.0,83000.0,5778557.0,312271.0,0.0,690238.0,0.0,0.0,0.0,13972000.0,126939615.0,0.0,0.0,611582405.0,0.0,0.0,0.0,0.0,0.0,0.0,2075980499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73247.0,0.0,0.0,0.0,0.0,0.0,2463259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15775164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257262486.0,21928247.0,0.0,0.0,455531.0,0.0,22410.0,0.0,0.0,107977.0,275737.0,0.0,0.0,36074586.0,0.0,30256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446931.0,0.0,0.0,0.0,0.0,0.0,0.0,243992.0,0.0,1449894.0,0.0,0.0,0.0,0.0,0.0,0.0,450050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38245645.0,0.0,0.0,0.0,127283.0,0.0,0.0,577599987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1048632.0,0.0,0.0
cyp,0.0,87.0,3873.0,0.0,6464.0,1399.0,0.0,41130559.0,47264646.0,73515.0,0.0,479.0,0.0,0.0,9774313.0,81347519.0,1314806.0,0.0,210583001.0,0.0,0.0,2794462.0,47308444.0,6445679.0,0.0,3381403.0,38416249.0,0.0,0.0,0.0,21252148.0,0.0,0.0,0.0,0.0,73754.0,539.0,47559430.0,1569.0,94896587.0,5419574.0,405629524.0,336846.0,249659.0,0.0,70762.0,0.0,567973.0,0.0,0.0,218089.0,31062647.0,0.0,0.0,0.0,48715954.0,778936460.0,0.0,40155.0,45538437.0,180664.0,95316.0,244125.0,102989264.0,0.0,0.0,369641082.0,13458599.0,157546.0,27914665.0,2426.0,0.0,398901394.0,0.0,0.0,754434.0,687259698.0,45103637.0,315692.0,1806.0,0.0,0.0,0.0,0.0,1453639042.0,0.0,0.0,6037.0,0.0,0.0,19646257.0,0.0,88679.0,93498703.0,37.0,37257906.0,16802101.0,47413370.0,0.0,221417235.0,864264.0,1505.0,16102.0,609016912.0,749254357.0,519.0,2960635.0,85844394.0,4281766.0,3002011.0,0.0,48317.0,0.0,3005.0,598782119.0,26978725.0,4413.0,14658346.0,1050.0,15497741.0,0.0,2293884.0,39.0,3479563.0,7914813.0,14784992.0,118032.0,361651.0,1291579.0,77172.0,0.0,6816478.0,0.0,1070386.0,24595.0,119788049.0,327670.0,1230.0,103.0,0.0,0.0,93620.0,0.0,25628.0,0.0,47278398.0,0.0,714871.0,0.0,921.0,0.0,30571.0,27025.0,0.0,349578678.0,13340132.0,24104.0,0.0,12345374.0,3270071.0,4879981.0,19568.0,0.0,67817.0,4660304.0,0.0,0.0,65891705.0,103324.0,46023274.0,508474.0,31830.0,0.0,13685778.0,109971872.0,447374345.0,0.0,17586995.0,23237.0,1964843.0,418630717.0,0.0,17702.0,0.0,0.0,15090.0,107826.0,0.0,0.0,17612714.0,0.0,29486.0,63812731.0,9935752.0,62701432.0,115669.0,84691.0,10167880.0,0.0,390.0,0.0,51953075.0,0.0,0.0,0.0,0.0,0.0,162.0,3320707.0,713966909.0,0.0,380319.0,184904.0,136273290.0,0.0,1383925.0,148563361.0,0.0,0.0,0.0,74414.0,44528.0,17311334.0,0.0,0.0,0.0,1739.0,9825772.0,84.0,381.0
cze,322.0,505826.0,1460014.0,15802.0,15105025.0,1087254.0,260158.0,39174807.0,57145235.0,2001986.0,40554.0,26306.0,244987.0,273009.0,95023028.0,3620987369.0,1086343181.0,206259.0,1980434305.0,7208.0,122919.0,102348311.0,156244098.0,577395.0,388193.0,50805935.0,96826480.0,3797.0,13437.0,2272781.0,220521119.0,833258.0,1843.0,4812.0,18748.0,183410.0,334369.0,155176121.0,3890.0,1195539079.0,41948247.0,13103313222.0,36811624.0,11117629.0,620077.0,1265656.0,35443.0,28308521.0,20002.0,25498.0,85484323.0,7600761.0,14305.0,36332.0,34299278.0,0.0,27966027075.0,9043.0,8487.0,667217569.0,11777932.0,28001650.0,23798948.0,36733391.0,4910.0,0.0,2106429128.0,60282102.0,4446850.0,364025019.0,124377.0,3273261.0,3513407406.0,105123.0,0.0,34980.0,2117301551.0,10518423.0,6173548.0,981.0,1250694.0,2324.0,368.0,204517.0,155562216.0,26860.0,3529.0,1192575.0,3823131.0,106443.0,73880634.0,0.0,5308285.0,104498960.0,9386.0,2429154943.0,309782606.0,507132121.0,25968.0,803436989.0,92352939.0,245313.0,52287183.0,214928354.0,4062981898.0,240040.0,757790.0,2323363592.0,343410190.0,3881618.0,1646949.0,16336824.0,13.0,921155.0,1764457824.0,3842376.0,601996.0,1439615.0,4842033.0,1502.0,4394.0,34658788.0,1691.0,105178908.0,192379191.0,34555051.0,3178810.0,53774285.0,9396835.0,1736167.0,1461.0,238497761.0,0.0,18263647.0,1260604.0,12179519.0,667365.0,1322359.0,335169.0,373.0,19192863.0,28950.0,2334.0,17560393.0,2555296.0,689157699.0,0.0,2115166.0,6130.0,210264.0,164.0,1206164.0,262917.0,24048.0,3449017172.0,965520011.0,1056721.0,41826.0,16718397.0,9725086.0,72106343.0,11438438.0,0.0,13854444.0,151122434.0,443.0,290425.0,6961965538.0,3655067.0,355145949.0,608712.0,209.0,13022.0,567197.0,641283368.0,6167577330.0,20959.0,9754983.0,206043.0,959732.0,730835569.0,46958.0,894.0,26389.0,916360.0,8295420.0,251420.0,259118.0,0.0,166462127.0,16205.0,5711358.0,5678523006.0,455635778.0,947462335.0,121328.0,14845.0,4297090.0,23057.0,315484.0,48578.0,1404864290.0,2715122.0,29727.0,377741.0,365.0,1590.0,64982.0,51537055.0,875431329.0,14031.0,3016573.0,1153762.0,964385750.0,284718.0,18696674.0,2373495736.0,10027278.0,51797.0,24474.0,2889978.0,842666.0,242387928.0,5279.0,364.0,17742.0,22495.0,249960161.0,79747.0,1440458.0
deu,190431.0,28554261.0,272312194.0,5124977.0,44403953.0,632393.0,1305794.0,632905698.0,2106528597.0,143325735.0,271301.0,2388306.0,428121.0,19111504.0,2512856576.0,40331609067.0,1557346269.0,20953814.0,41943002658.0,3223471.0,7370564.0,2783675957.0,2114709037.0,68379580.0,314211175.0,499224658.0,546652526.0,355928.0,64402187.0,89840476.0,11164871460.0,7464102.0,893120.0,17877.0,0.0,20973582.0,2050756.0,4758221730.0,108517.0,39672862652.0,1936023535.0,87750748856.0,995050168.0,90463814.0,20718240.0,39864657.0,747465.0,1110937507.0,1891485.0,142157.0,423861320.0,53170564.0,28413.0,75402.0,310032881.0,36304528192.0,0.0,506845.0,44010.0,13198408650.0,127551452.0,828735257.0,463855120.0,1148358391.0,406177.0,0.0,26689894376.0,537345292.0,194563897.0,6510123621.0,2316624.0,2144624.0,74347187478.0,26435172.0,42993.0,123889354.0,45108580291.0,70671189.0,176913702.0,7080391.0,80569383.0,107670.0,261146.0,4570093.0,2349336770.0,1258732.0,18370546.0,98556747.0,18965.0,12302126.0,1781779819.0,0.0,255485468.0,901159314.0,10439119.0,20199290583.0,4287335471.0,7331961938.0,26088.0,15766493491.0,1099024490.0,191474101.0,861513871.0,2002564844.0,52119946871.0,48347122.0,30831948.0,23110301372.0,4398322755.0,111582141.0,6561858.0,419479338.0,3628.0,2377915.0,13159469723.0,71646134.0,58358988.0,35548560.0,34018208.0,3723176839.0,130133.0,475992847.0,767080.0,1858832675.0,3587304824.0,746243237.0,18204737.0,651380928.0,107321997.0,82509548.0,3336267.0,4233080280.0,101966581.0,708732804.0,4696264.0,364359863.0,70261122.0,5997931.0,10849441.0,0.0,171324025.0,105385621.0,99672.0,47722595.0,109996347.0,6226476651.0,5988.0,159731222.0,652901.0,139963.0,1127984.0,2400338165.0,27440797.0,328225.0,75185000423.0,16162546445.0,37587519.0,0.0,649488876.0,21771688.0,1035020551.0,69416626.0,1212.0,1540610709.0,2583200214.0,10666.0,275565113.0,34205827064.0,30576388.0,4991599883.0,208220093.0,297217.0,6013615.0,140064220.0,8015379493.0,28391456269.0,14719981.0,763681014.0,20242553.0,7320530.0,4526309425.0,11927.0,420111.0,3707699.0,18067238.0,108243017.0,12033650.0,720465.0,0.0,897074269.0,119634.0,51770109.0,11334169168.0,4612414025.0,15464957123.0,17097657.0,12708161.0,1391793003.0,8308.0,81835346.0,135650406.0,4264462216.0,3013512.0,653227.0,84136072.0,7013414.0,0.0,109699705.0,1664029342.0,11827947201.0,3556.0,95748333.0,101569327.0,1966284905.0,29766.0,519394701.0,52904869637.0,46816485.0,1225234.0,58227.0,862694736.0,3434152.0,3505919975.0,2493313.0,0.0,154471.0,5135642.0,6623256290.0,24363285.0,38161866.0
dji,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225888846.0,181588.0,0.0,0.0,0.0,0.0,0.0,6034361.0,1460005.0,0.0,0.0,22535276.0,0.0,0.0,0.0,8268397.0,0.0,0.0,34396.0,0.0,0.0,0.0,0.0,54611738.0,0.0,0.0,0.0,0.0,0.0,0.0,4663444.0,0.0,670396.0,0.0,383102086.0,0.0,0.0,0.0,0.0,0.0,7440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70497.0,9068408.0,0.0,0.0,4258344.0,0.0,0.0,0.0,28770335.0,0.0,0.0,6003383.0,0.0,0.0,3148148.0,0.0,0.0,67049520.0,0.0,0.0,0.0,9567653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206562.0,0.0,0.0,0.0,0.0,0.0,1128397.0,0.0,0.0,0.0,0.0,658000.0,68326733.0,297370713.0,0.0,148540.0,0.0,0.0,0.0,3391000.0,19055926.0,0.0,0.0,36069426.0,0.0,0.0,0.0,0.0,0.0,0.0,25551817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72487.0,0.0,395374.0,0.0,0.0,0.0,0.0,0.0,36473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180302656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26205313.0,209838.0,0.0,0.0,1946306.0,0.0,41598976.0,0.0,0.0,0.0,1064017.0,0.0,0.0,1072190.0,0.0,4325210.0,0.0,0.0,0.0,0.0,440536.0,13062375.0,0.0,0.0,0.0,0.0,12986462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7505.0,79385.0,9349069.0,0.0,0.0,0.0,0.0,0.0,0.0,30687288.0,0.0,0.0,0.0,0.0,0.0,0.0,2923419.0,30594947.0,0.0,0.0,0.0,10238536.0,0.0,0.0,124050130.0,0.0,0.0,0.0,0.0,0.0,3889854.0,0.0,0.0,0.0,0.0,14310300.0,0.0,0.0
dma,2228.0,0.0,0.0,0.0,0.0,0.0,0.0,45779.0,786204.0,0.0,0.0,0.0,0.0,272257.0,243655.0,61526.0,0.0,0.0,446184.0,0.0,0.0,0.0,172112.0,0.0,14908.0,0.0,0.0,0.0,0.0,0.0,3178749.0,2502024.0,0.0,0.0,0.0,0.0,0.0,4692472.0,0.0,453272.0,227494.0,40597974.0,0.0,0.0,0.0,0.0,0.0,2140942.0,0.0,0.0,181117.0,0.0,0.0,0.0,16502.0,11927.0,1116981.0,0.0,0.0,1118475.0,2746427.0,0.0,80499.0,96454.0,0.0,0.0,138531.0,115943.0,0.0,5714.0,0.0,0.0,2317082.0,0.0,0.0,0.0,8885853.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400024.0,0.0,0.0,318194.0,0.0,2158026.0,0.0,0.0,0.0,0.0,0.0,80000.0,383483.0,2941262.0,0.0,140567.0,0.0,0.0,0.0,2611000.0,1484840.0,1703242.0,0.0,6931236.0,0.0,1065.0,0.0,0.0,0.0,0.0,9605239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303071.0,0.0,27005.0,0.0,0.0,0.0,0.0,0.0,1472507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030837.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3261404.0,200561.0,0.0,0.0,105267.0,0.0,38496.0,559169.0,0.0,119831.0,4596.0,0.0,0.0,560789.0,0.0,135498.0,0.0,0.0,0.0,0.0,3566480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188684.0,0.0,0.0,0.0,0.0,0.0,42907.0,0.0,0.0,185950.0,0.0,0.0,0.0,0.0,0.0,0.0,12414946.0,0.0,0.0,0.0,0.0,0.0,26980732.0,0.0,2103355.0,0.0,0.0,0.0,417275.0,0.0,0.0,71833434.0,0.0,0.0,2151816.0,0.0,0.0,17130227.0,0.0,0.0,0.0,0.0,337290.0,0.0,0.0
dnk,193183.0,4779606.0,132169.0,186.0,467557.0,102444.0,414222.0,101386630.0,455136796.0,110213.0,17433.0,0.0,0.0,791430.0,121066485.0,746186740.0,21873.0,693868.0,2568949874.0,241675.0,175149.0,249167708.0,69138724.0,26031083.0,144038.0,6096845.0,53728188.0,313190.0,246216.0,931560.0,421876773.0,514403.0,83928.0,202235.0,0.0,51973.0,11454.0,372078272.0,0.0,783878520.0,121163232.0,5668796604.0,1303351.0,1886995.0,111526.0,1167664.0,8099.0,116360320.0,3355.0,51204.0,2551864.0,44072948.0,35011.0,2385255.0,24510577.0,909388230.0,15678374449.0,1354008.0,7011.0,0.0,893557.0,88484070.0,16215879.0,20840724.0,12909.0,0.0,1154175485.0,227757006.0,1434840.0,1294362884.0,20883.0,374.0,2554754634.0,169893693.0,142.0,801815.0,4382962163.0,3173091.0,1295263.0,171940.0,81137779.0,6875.0,4033.0,44828.0,185222564.0,29256.0,377606038.0,1348108.0,348.0,21766.0,187043548.0,0.0,2445054.0,29911777.0,65387.0,559098070.0,219241900.0,658744493.0,0.0,918068022.0,7391947.0,44595.0,91566549.0,94321246.0,2588605970.0,274331.0,2017783.0,348538930.0,105625391.0,1445602.0,55876.0,15590391.0,115088.0,2848900.0,426313027.0,103187666.0,4380903.0,3822966.0,54303111.0,55190730.0,55657.0,20415287.0,648.0,502096999.0,134259892.0,294594804.0,3074844.0,23892030.0,106980.0,2048245.0,23484.0,124647358.0,35658.0,4211217.0,64643.0,15291234.0,1336134.0,10455.0,135194.0,0.0,760874.0,54675.0,0.0,1536627.0,3058405.0,247721796.0,28208.0,5809779.0,1882.0,12287.0,57.0,358756.0,659500.0,0.0,5329371483.0,2980609322.0,2213780.0,1203.0,150935076.0,742400.0,76960020.0,27640224.0,0.0,97225184.0,60711187.0,0.0,1233444.0,2310312102.0,487774.0,375257082.0,2100977.0,0.0,272494.0,2270992.0,143376346.0,1002336919.0,72800.0,4161874.0,533002.0,268702.0,555812985.0,0.0,1277.0,62880.0,1339685.0,123591.0,286415.0,490.0,0.0,16147679.0,804.0,108625.0,372443113.0,196188410.0,9928846314.0,337208.0,2758341.0,1795483.0,8832.0,4297.0,258818.0,679023168.0,15686.0,96639.0,4036.0,2363.0,0.0,7230428.0,26748994.0,712892566.0,57661.0,4951886.0,5828414.0,136994347.0,4754.0,11345461.0,2364236585.0,27925.0,3362.0,727.0,102825739.0,148879.0,198864257.0,0.0,0.0,0.0,515.0,125036234.0,1368867.0,473175.0
dom,1734701.0,371696.0,1244212.0,20203.0,778780.0,1524.0,142156994.0,38494902.0,147714200.0,640.0,523.0,0.0,1003.0,3237683.0,15238455.0,18576611.0,246.0,1383.0,64835933.0,1033851.0,931.0,1833582.0,949430.0,0.0,238034545.0,204544.0,7390.0,2194583.0,213.0,6056021.0,380409414.0,4562005.0,22468.0,1994.0,720.0,7171.0,230666.0,180884962.0,65.0,40756709.0,56878618.0,1413323801.0,631704.0,1383127.0,99332.0,0.0,2220.0,572355745.0,17881.0,24663.0,198987783.0,22376659.0,0.0,15625.0,20705.0,7127884.0,253653628.0,38622.0,14881.0,74902039.0,0.0,183277.0,37305294.0,1370508.0,13875.0,9.0,258697278.0,393542.0,2142.0,10924856.0,11879381.0,0.0,106698925.0,0.0,125106.0,153835.0,151699371.0,681612.0,407626.0,8245.0,1086097.0,309.0,0.0,25.0,1402376.0,19399.0,13730.0,121393318.0,1118.0,527811.0,41316736.0,0.0,40979854.0,46535.0,14794838.0,2137248.0,22642792.0,94829435.0,988.0,18414901.0,239033.0,34.0,133449.0,22276028.0,175459865.0,1750796.0,643456.0,288690315.0,10341.0,172663.0,26698.0,291266.0,8582.0,4247.0,120265826.0,3250.0,10818.0,122319.0,28496.0,76687.0,3970.0,294785.0,15703.0,1067887.0,1541409.0,286021.0,15302.0,2000946.0,2182.0,136506.0,852.0,826999105.0,552.0,3220.0,0.0,1895872.0,19472.0,1513.0,0.0,36955.0,186546.0,1089.0,747.0,48985.0,201094.0,148035328.0,50984.0,1096.0,6058.0,14766.0,85.0,19578.0,25002664.0,0.0,117039595.0,49667832.0,270042.0,1917.0,17448041.0,0.0,18745876.0,96750890.0,0.0,85360777.0,3710194.0,23520.0,0.0,5009829.0,15972498.0,9409055.0,8388679.0,0.0,36379.0,974547.0,4469725.0,19920601.0,0.0,957758.0,32252.0,28656.0,10876583.0,741.0,0.0,0.0,100317.0,83865598.0,0.0,412209.0,0.0,36892.0,25595.0,181.0,2919142.0,1001859.0,36459159.0,2080357.0,42.0,616018.0,91171.0,10953.0,0.0,63903585.0,464.0,0.0,81609.0,0.0,2037.0,425189936.0,1314969.0,30292811.0,0.0,9013.0,1403.0,10280038.0,0.0,25607060.0,5290651934.0,24295.0,0.0,159605.0,979234940.0,47633.0,29286694.0,101.0,0.0,0.0,262.0,6812261.0,27956.0,14.0
dza,0.0,46409.0,3401888.0,0.0,724746.0,380792.0,0.0,235545352.0,1096204271.0,631.0,0.0,0.0,0.0,10034.0,32686980.0,286516883.0,404149.0,0.0,749707337.0,5259.0,32235.0,8642714.0,88671343.0,19225966.0,22805.0,10094487.0,4448634.0,5603.0,6476.0,18094.0,806853083.0,73360.0,66113.0,0.0,0.0,105007.0,238874.0,344547911.0,0.0,541207441.0,11106999.0,4058624383.0,105806175.0,5743076.0,6683.0,247037.0,0.0,4121118.0,11970.0,10579.0,7641751.0,1572009.0,0.0,0.0,2523298.0,178709196.0,2212177978.0,0.0,26948.0,136944927.0,1384288.0,0.0,89792733.0,323371358.0,0.0,0.0,2412937652.0,21986813.0,745742.0,254161413.0,679.0,0.0,5635885422.0,0.0,0.0,9154.0,804048863.0,1311672.0,1418061.0,0.0,5790978.0,0.0,2104.0,2633.0,400185969.0,2271.0,0.0,607749.0,0.0,38.0,8004499.0,0.0,75232.0,27830207.0,5745.0,57386639.0,222056466.0,708964372.0,0.0,138539574.0,35794153.0,3234.0,264951.0,0.0,3718106696.0,0.0,123946814.0,1404558671.0,2608001.0,57114.0,690.0,665366.0,0.0,9200.0,1789107769.0,20376836.0,59.0,38410880.0,0.0,23239375.0,0.0,1108464.0,40840.0,41079677.0,25603963.0,111662233.0,0.0,123731134.0,153212.0,571194.0,90409.0,206588937.0,16407.0,5962.0,0.0,30236418.0,1786.0,0.0,10891.0,0.0,0.0,2825.0,0.0,100932.0,2360046.0,213245098.0,0.0,6066.0,0.0,1437.0,0.0,463266.0,83.0,0.0,480534766.0,30181341.0,290.0,0.0,169432757.0,11025289.0,23679355.0,262201.0,0.0,15127940.0,7298552.0,0.0,6.0,316940989.0,7537317.0,283122670.0,28298844.0,6567221.0,0.0,17784826.0,273187790.0,1165416892.0,170.0,323280973.0,1129303.0,147418.0,127049258.0,0.0,0.0,0.0,907120.0,310071.0,853997.0,1755.0,0.0,29361404.0,27.0,0.0,19080547.0,106928349.0,349392440.0,700627.0,3741.0,62285542.0,0.0,2037.0,756594.0,169878921.0,45745483.0,0.0,499.0,0.0,0.0,18644.0,386085460.0,1392896468.0,0.0,11478167.0,884146.0,177903850.0,0.0,42730621.0,2146971601.0,0.0,0.0,64541.0,7047853.0,0.0,117862292.0,0.0,0.0,292152.0,96977.0,210247231.0,43.0,6895303.0
ecu,65587556.0,0.0,36913.0,0.0,259705.0,0.0,67410755.0,15081159.0,531258222.0,0.0,4423094.0,0.0,0.0,10229.0,6221541.0,12821742.0,2046.0,0.0,264051703.0,0.0,0.0,0.0,1944170.0,694475.0,230532857.0,6133.0,49109.0,512.0,195551.0,17612180.0,936379609.0,9895.0,0.0,0.0,0.0,0.0,0.0,333450795.0,3466.0,92287834.0,508825561.0,1403071043.0,1652119.0,59254.0,24721.0,0.0,0.0,1885957703.0,0.0,2806.0,23279205.0,2805601.0,0.0,0.0,325051.0,12398185.0,522819969.0,0.0,0.0,12301164.0,81786813.0,12122.0,0.0,3167063.0,0.0,0.0,240907322.0,609160.0,0.0,27621424.0,111474.0,0.0,144617360.0,0.0,13650527.0,15019.0,70271940.0,27304.0,165480.0,0.0,0.0,0.0,0.0,11423.0,997031.0,0.0,0.0,58144005.0,0.0,1783420.0,133873435.0,0.0,3078555.0,1349437.0,1916.0,4357371.0,36664319.0,121090957.0,0.0,9917493.0,256291.0,0.0,33626.0,33705056.0,240598159.0,196320.0,1668781.0,621224729.0,12487.0,507103.0,0.0,61141.0,0.0,0.0,826437227.0,0.0,0.0,145358.0,365343.0,699.0,1299.0,5367181.0,0.0,22425524.0,3510301.0,42529440.0,7186.0,1681.0,0.0,0.0,0.0,651045037.0,3710666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93394.0,1796.0,0.0,0.0,0.0,29909606.0,0.0,0.0,0.0,21802.0,0.0,42305340.0,3568303.0,0.0,120863931.0,11539008.0,153.0,0.0,2717776.0,79090.0,28550097.0,920230815.0,0.0,945526506.0,2799636.0,0.0,0.0,12262492.0,372349.0,9838865.0,5250675.0,0.0,0.0,485821.0,22642437.0,47676674.0,0.0,5814453.0,0.0,0.0,35051844.0,0.0,0.0,0.0,0.0,3603129.0,0.0,0.0,0.0,2061589.0,0.0,1761370.0,5019968.0,2321991.0,16507512.0,48359.0,183985.0,1110173.0,0.0,591.0,0.0,280180684.0,0.0,0.0,0.0,0.0,0.0,26804575.0,24844065.0,32893796.0,0.0,23273.0,314848.0,17687636.0,0.0,50030488.0,5012138297.0,0.0,0.0,61660.0,492684970.0,98081.0,32071169.0,0.0,900.0,12612.0,0.0,12547786.0,0.0,0.0
egy,0.0,659034.0,0.0,0.0,6288659.0,18072.0,0.0,672441804.0,809225047.0,280877.0,0.0,0.0,0.0,5665.0,497413523.0,217411230.0,202543.0,233909.0,937095956.0,2768951.0,1794279.0,22445296.0,112965160.0,87469868.0,1789.0,16845481.0,110008067.0,2220770.0,0.0,315981.0,1639685914.0,4125407.0,1840631.0,218.0,0.0,23785.0,76147.0,448025227.0,0.0,500312812.0,15563480.0,4318960443.0,3503838.0,4750237.0,169156.0,121007.0,0.0,16106666.0,119959.0,0.0,620684.0,277254.0,0.0,0.0,349018922.0,194484368.0,3903728097.0,39541739.0,2906298.0,181206414.0,319096.0,373801463.0,3044853.0,0.0,1788232.0,0.0,822050035.0,90386625.0,9735163.0,460148108.0,0.0,86483.0,2079998609.0,0.0,0.0,149766.0,1268569091.0,5417945.0,9001072.0,3979.0,568799.0,25311.0,95266.0,0.0,384094127.0,27595.0,0.0,7809807.0,0.0,0.0,112845713.0,0.0,37752.0,79156210.0,0.0,119753152.0,485175013.0,1429673536.0,0.0,184866011.0,39423266.0,2404324.0,1284893.0,81093264.0,2681033902.0,0.0,111443038.0,1328043684.0,72736910.0,185852875.0,0.0,362980.0,0.0,0.0,1722539532.0,1382445673.0,0.0,90616160.0,7675.0,306009523.0,0.0,13542070.0,14771.0,30185266.0,5783880.0,50714109.0,0.0,61571295.0,1050896.0,0.0,0.0,78982191.0,78148.0,4312629.0,1558.0,940540548.0,0.0,7713306.0,110327.0,0.0,78868.0,3071994.0,572.0,870870.0,35947198.0,751165603.0,0.0,470901.0,0.0,9649.0,0.0,1081157.0,610763.0,0.0,817673232.0,116977374.0,0.0,0.0,142159391.0,58253157.0,95902399.0,305183.0,0.0,4963768.0,35561700.0,0.0,0.0,193282032.0,59422161.0,79411423.0,4674802.0,838497.0,0.0,53610294.0,176209320.0,1698160111.0,1466243.0,1915750057.0,37716675.0,1096094.0,308741444.0,0.0,0.0,137455.0,437237.0,196238.0,55445.0,275963.0,0.0,44313027.0,1903384.0,556409.0,62384251.0,56553568.0,595903251.0,574125.0,21747.0,329929178.0,0.0,388528.0,46133.0,680515605.0,40260.0,0.0,23778026.0,0.0,0.0,21214.0,77548696.0,1799637126.0,0.0,5437961.0,1879109.0,1661396283.0,0.0,11858298.0,5768566006.0,8829008.0,0.0,0.0,43175836.0,382413.0,133537318.0,38.0,0.0,18896.0,95149132.0,154678471.0,238554850.0,15552628.0
