,abw,afg,ago,aia,alb,and,ant,are,arg,atf,atg,aus,aut,bdi,bel,ben,bfa,bgd,bgr,bhr,bhs,blz,bmu,bol,bra,brb,brn,btn,caf,can,cck,che,chl,chn,civ,cmr,cod,cog,cok,col,com,cpv,cri,csk,cub,cxr,cym,cyp,ddr,deu,dji,dma,dnk,dom,dza,ecu,egy,esh,esp,eth,fin,fji,flk,fra,fro,gab,gbr,gha,gib,gin,glp,gmb,gnb,gnq,grc,grd,grl,gtm,guf,guy,hkg,hnd,hti,hun,idn,ind,iot,irl,irn,irq,isl,isr,ita,jam,jor,jpn,ken,khm,kir,kna,kor,kwt,lao,lbn,lbr,lby,lca,lka,mac,mar,mdg,mdv,mex,mli,mlt,mmr,mng,moz,mrt,msr,mtq,mus,mwi,mys,ncl,ner,nfk,nga,nic,niu,nld,nor,npl,nru,nzl,omn,pak,pan,pci,pcn,per,phl,png,pol,prk,prt,pry,pyf,qat,reu,rou,rwa,sau,sdn,sen,sgp,shn,slb,sle,slv,som,spm,stp,sun,sur,swe,syc,syr,tca,tcd,tgo,tha,tkl,tls,ton,tto,tun,tur,tuv,tza,uga,ury,usa,vct,ven,vgb,vnm,vut,wlf,wsm,yem,ymd,yug,zaf,zmb,zwe
kwt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14320707.0,0.0,0.0,23479643.0,29804620.0,0.0,77358744.0,0.0,0.0,566791.0,0.0,0.0,0.0,0.0,0.0,0.0,22717581.0,0.0,0.0,0.0,0.0,32981040.0,0.0,56001599.0,3349046.0,76583536.0,0.0,0.0,0.0,0.0,0.0,151807.0,0.0,0.0,0.0,38355.0,0.0,0.0,0.0,140522.0,0.0,321095000.0,0.0,0.0,29627211.0,0.0,0.0,0.0,4051983.0,0.0,42753585.0,0.0,4944954.0,0.0,0.0,133865446.0,0.0,0.0,293081679.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11172762.0,0.0,0.0,2108223.0,0.0,0.0,64091751.0,0.0,0.0,0.0,32267840.0,40624251.0,0.0,13604598.0,0.0,0.0,0.0,0.0,229553935.0,0.0,10226757.0,416124327.0,0.0,0.0,0.0,0.0,112940904.0,0.0,0.0,0.0,0.0,0.0,0.0,3824642.0,0.0,141470.0,0.0,0.0,4568059.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17698695.0,0.0,0.0,0.0,0.0,0.0,0.0,70704241.0,4176108.0,0.0,0.0,11718689.0,191928.0,3367133.0,0.0,0.0,0.0,0.0,5503946.0,0.0,3067157.0,0.0,3554928.0,0.0,0.0,58810.0,0.0,200993.0,0.0,0.0,0.0,0.0,54007220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52537410.0,0.0,2778685.0,0.0,0.0,0.0,78272103.0,0.0,0.0,0.0,0.0,189021.0,92189021.0,0.0,0.0,0.0,8302.0,400679324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105151000.0,0.0,0.0,0.0
lao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179656.0,0.0,0.0,1280446.0,36842.0,0.0,595527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142291.0,0.0,0.0,0.0,0.0,21053.0,0.0,61300.0,0.0,7963303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,858000.0,0.0,0.0,251871.0,0.0,0.0,0.0,0.0,0.0,83052.0,0.0,596987.0,0.0,0.0,2872914.0,0.0,0.0,2166024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1192716.0,0.0,0.0,0.0,63550.0,29859.0,0.0,4040.0,0.0,0.0,0.0,22001.0,714177.0,0.0,0.0,19355286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443909.0,0.0,0.0,0.0,0.0,0.0,0.0,1275105.0,965855.0,0.0,0.0,30338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8287282.0,0.0,0.0,0.0,0.0,0.0,65748086.0,0.0,0.0,0.0,0.0,0.0,872563.0,0.0,0.0,0.0,0.0,770819.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lbn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2831025.0,0.0,0.0,698067.0,12146726.0,0.0,73720861.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23662550.0,0.0,0.0,0.0,0.0,6796021.0,0.0,84627898.0,0.0,27851153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136836000.0,0.0,0.0,19932713.0,0.0,0.0,0.0,0.0,0.0,46964659.0,0.0,18971049.0,0.0,0.0,183214318.0,0.0,0.0,94079681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49426495.0,0.0,0.0,0.0,0.0,0.0,60443436.0,0.0,0.0,0.0,3581797.0,1513470.0,0.0,8026479.0,0.0,0.0,0.0,0.0,289466776.0,0.0,0.0,88064797.0,0.0,0.0,0.0,0.0,57904988.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1700949.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5158443.0,0.0,0.0,0.0,0.0,0.0,0.0,43289721.0,1139460.0,0.0,0.0,760236.0,0.0,0.0,0.0,0.0,0.0,0.0,812133.0,0.0,0.0,0.0,6372630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31612957.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5451252.0,0.0,0.0,0.0,0.0,0.0,25609320.0,0.0,0.0,0.0,0.0,0.0,50646258.0,0.0,0.0,0.0,0.0,98037895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10298000.0,0.0,0.0,0.0
lbr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4553663.0,0.0,0.0,1091.0,399239.0,0.0,13005614.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10023098.0,0.0,0.0,0.0,0.0,1540862.0,0.0,7150639.0,0.0,38093320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236433000.0,0.0,0.0,416062552.0,0.0,0.0,0.0,0.0,0.0,192683677.0,0.0,679869.0,0.0,0.0,310195682.0,0.0,0.0,14360721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16432301.0,0.0,0.0,0.0,0.0,0.0,8740924.0,0.0,0.0,0.0,147375.0,3303293.0,0.0,1698626.0,0.0,0.0,0.0,399420.0,35645899.0,0.0,0.0,1095540254.0,0.0,0.0,0.0,0.0,550286845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2904656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1703344.0,0.0,0.0,0.0,0.0,0.0,0.0,16722887.0,208874710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566381.0,0.0,0.0,0.0,764784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287617070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34573117.0,0.0,0.0,0.0,0.0,0.0,3711259.0,0.0,0.0,0.0,0.0,0.0,8328310.0,0.0,0.0,0.0,0.0,44277947.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217601000.0,0.0,0.0,0.0
lby,0.0,7377.0,0.0,0.0,0.0,0.0,0.0,4558787.0,17395390.0,0.0,0.0,7322544.0,121188345.0,0.0,184450901.0,11091.0,69189.0,348149.0,4342441.0,11541.0,0.0,0.0,0.0,0.0,134393968.0,0.0,0.0,0.0,0.0,76348317.0,0.0,203588676.0,24686.0,52509721.0,15158.0,0.0,1104256.0,0.0,0.0,0.0,0.0,0.0,17547.0,4263733.0,51530290.0,0.0,0.0,11666054.0,1601946.0,858000194.0,0.0,0.0,42906307.0,0.0,6131546.0,0.0,35355774.0,0.0,64283542.0,3682.0,25508615.0,0.0,0.0,417522931.0,0.0,0.0,505540683.0,556436.0,0.0,272127.0,0.0,0.0,0.0,0.0,77476425.0,0.0,0.0,0.0,0.0,0.0,14672899.0,0.0,0.0,9469053.0,3059667.0,8381442.0,0.0,52177304.0,2507788.0,0.0,1469239.0,0.0,1072417712.0,38533.0,1343388.0,230181124.0,0.0,2990.0,0.0,0.0,148890826.0,0.0,0.0,17994248.0,0.0,0.0,0.0,19101287.0,0.0,109474110.0,1240803.0,0.0,281661.0,0.0,55579462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,887784.0,0.0,2321990.0,0.0,487963.0,0.0,0.0,299144163.0,7363668.0,0.0,0.0,6267968.0,2328.0,3487782.0,8648.0,0.0,0.0,0.0,8690105.0,0.0,33266231.0,578807.0,16062267.0,0.0,0.0,0.0,0.0,1624714.0,0.0,4219554.0,1381355.0,0.0,15869562.0,0.0,0.0,0.0,1920.0,25434.0,0.0,0.0,2361102.0,0.0,97387731.0,0.0,10751741.0,0.0,0.0,0.0,61583007.0,0.0,0.0,0.0,0.0,112350743.0,289902044.0,0.0,0.0,0.0,62027.0,62672882.0,0.0,30254.0,0.0,1662419.0,0.0,0.0,0.0,22789.0,23138.0,75504232.0,0.0,0.0,0.0
lca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400599.0,0.0,0.0,131988.0,11950.0,0.0,437542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1584862.0,5832027.0,0.0,0.0,0.0,6758445.0,0.0,488948.0,33808.0,66035.0,0.0,0.0,0.0,0.0,0.0,1292991.0,0.0,0.0,446097.0,0.0,0.0,0.0,0.0,0.0,0.0,3321000.0,0.0,0.0,771794.0,0.0,0.0,0.0,0.0,0.0,123786.0,0.0,66732.0,0.0,0.0,3577278.0,0.0,0.0,30703717.0,0.0,0.0,0.0,32065.0,0.0,0.0,0.0,0.0,1147307.0,0.0,0.0,0.0,0.0,0.0,210149.0,0.0,0.0,0.0,17161.0,0.0,856036.0,0.0,0.0,0.0,0.0,2174927.0,2454101.0,0.0,13849337.0,0.0,0.0,0.0,0.0,4214754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469898.0,0.0,0.0,1275.0,0.0,0.0,0.0,0.0,0.0,0.0,3311729.0,207923.0,0.0,0.0,861998.0,0.0,0.0,0.0,0.0,0.0,0.0,75762.0,0.0,0.0,0.0,20356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270831.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20865506.0,0.0,0.0,0.0,0.0,0.0,0.0,82519491.0,0.0,432168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0
lka,0.0,18186.0,0.0,0.0,0.0,0.0,288216.0,13455396.0,2112085.0,0.0,855.0,44167733.0,4607791.0,0.0,54108387.0,0.0,0.0,8010471.0,394691.0,9770009.0,0.0,0.0,0.0,892.0,2952003.0,432777.0,67466.0,0.0,0.0,18751041.0,0.0,19371782.0,3686536.0,124103595.0,0.0,0.0,598391.0,0.0,0.0,0.0,0.0,0.0,0.0,1302677.0,3327841.0,0.0,0.0,1312991.0,0.0,80164196.0,0.0,2328.0,8470737.0,0.0,0.0,0.0,1254829.0,0.0,2754003.0,0.0,6109964.0,19702.0,0.0,45419359.0,0.0,0.0,134892222.0,21078617.0,7916.0,57526.0,0.0,0.0,0.0,0.0,6620359.0,0.0,0.0,10717763.0,606.0,0.0,113163941.0,0.0,0.0,3664749.0,40587072.0,110019953.0,0.0,8581935.0,204803280.0,3000506.0,109411.0,7113881.0,21518399.0,0.0,5831380.0,309924765.0,2887534.0,14454.0,0.0,0.0,135864863.0,2397876.0,0.0,21478.0,29166.0,0.0,4864.0,0.0,0.0,2311.0,0.0,5694288.0,564079.0,0.0,33405.0,6258927.0,0.0,0.0,0.0,0.0,0.0,80345.0,0.0,111565110.0,0.0,0.0,0.0,1516889.0,0.0,0.0,20324427.0,4489635.0,13825.0,0.0,38081085.0,502868.0,45974711.0,0.0,0.0,0.0,41820.0,4685257.0,219559.0,3176226.0,166576.0,417732.0,190192.0,0.0,1879907.0,0.0,10455173.0,0.0,29313281.0,8721.0,0.0,106288102.0,0.0,3912.0,40822.0,0.0,0.0,0.0,0.0,3120517.0,0.0,14800535.0,153499.0,119897.0,0.0,0.0,0.0,78359077.0,0.0,0.0,0.0,0.0,0.0,16977845.0,0.0,0.0,0.0,0.0,192239836.0,0.0,37839.0,0.0,10916679.0,0.0,0.0,0.0,0.0,3792.0,11606752.0,75165626.0,93440.0,2288293.0
mac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315580.0,0.0,0.0,11612989.0,799927.0,0.0,2180559.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4531.0,0.0,2324271.0,0.0,0.0,0.0,0.0,3040297.0,0.0,3050628.0,101902.0,255239463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5951.0,17169.0,0.0,1067.0,99238.0,0.0,18378204.0,0.0,0.0,23379726.0,0.0,0.0,0.0,0.0,0.0,1184190.0,0.0,1886771.0,0.0,0.0,14517941.0,0.0,0.0,50210927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16346.0,0.0,0.0,0.0,0.0,0.0,683247248.0,0.0,0.0,414156.0,10290821.0,578798.0,0.0,60732.0,0.0,0.0,0.0,127907.0,8499448.0,1649.0,0.0,160989660.0,0.0,0.0,0.0,0.0,29518382.0,0.0,0.0,0.0,0.0,0.0,0.0,40687.0,0.0,0.0,0.0,0.0,30119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8782.0,0.0,3130913.0,0.0,0.0,0.0,0.0,0.0,0.0,4367106.0,606102.0,0.0,0.0,5130901.0,0.0,88636.0,0.0,0.0,0.0,53999.0,1449788.0,0.0,13744.0,284082.0,11297982.0,0.0,0.0,0.0,0.0,731.0,0.0,2977516.0,0.0,0.0,7959009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4908706.0,0.0,11849138.0,0.0,0.0,0.0,0.0,0.0,7825672.0,1574.0,0.0,0.0,0.0,0.0,10545.0,0.0,0.0,0.0,35765.0,72593955.0,0.0,0.0,0.0,27272.0,0.0,0.0,0.0,0.0,0.0,74759.0,4211960.0,0.0,0.0
mar,0.0,0.0,0.0,0.0,0.0,0.0,2855.0,338487835.0,25158407.0,0.0,0.0,5042892.0,30730142.0,0.0,190919947.0,9125063.0,2634309.0,4777065.0,6411549.0,1738338.0,6399.0,0.0,0.0,47312.0,114311541.0,0.0,0.0,0.0,391407.0,157541014.0,0.0,99268525.0,8283885.0,102258204.0,16281170.0,21605214.0,1941401.0,7016921.0,0.0,3300856.0,0.0,0.0,539281.0,11983848.0,283410.0,0.0,0.0,168365.0,26975673.0,434221442.0,0.0,0.0,46101559.0,4710659.0,34698778.0,157790.0,38778328.0,0.0,557883419.0,7902.0,30394349.0,0.0,0.0,1487459168.0,0.0,45979631.0,243213418.0,1344540.0,9434.0,101312.0,0.0,0.0,0.0,27956.0,12590264.0,0.0,0.0,133780.0,397063.0,386590.0,11958362.0,415126.0,149915.0,19125056.0,19175904.0,11081764.0,0.0,24992291.0,12705859.0,175519586.0,0.0,0.0,457408852.0,0.0,359250.0,116800555.0,591738.0,0.0,0.0,0.0,24194038.0,48139278.0,0.0,3345697.0,964767.0,118815465.0,0.0,2335254.0,0.0,0.0,765551.0,0.0,26011108.0,10067114.0,512559.0,0.0,0.0,2503185.0,275236.0,0.0,0.0,8211244.0,0.0,7378432.0,2201.0,0.0,0.0,3112565.0,0.0,0.0,148700237.0,10255451.0,0.0,0.0,998146.0,0.0,4055059.0,4179653.0,0.0,0.0,2541531.0,49884.0,0.0,77660541.0,0.0,51939356.0,574893.0,45180.0,0.0,0.0,20804847.0,0.0,166291469.0,388117.0,1286622.0,14555469.0,0.0,0.0,0.0,5560.0,0.0,0.0,0.0,166995765.0,0.0,147595229.0,0.0,1446843.0,0.0,631513.0,2646926.0,16355435.0,0.0,0.0,0.0,11099056.0,24483099.0,23039183.0,0.0,66495.0,0.0,62531.0,454040398.0,0.0,3527720.0,0.0,850344.0,1103.0,0.0,0.0,0.0,356905.0,19959508.0,8271146.0,0.0,41955.0
mdg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493630.0,631971.0,0.0,13830805.0,0.0,0.0,28562.0,0.0,0.0,0.0,0.0,0.0,0.0,6103273.0,0.0,0.0,0.0,0.0,1301678.0,0.0,8338997.0,0.0,10288623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32129000.0,0.0,0.0,2238708.0,0.0,0.0,0.0,0.0,0.0,11608384.0,0.0,204383.0,0.0,0.0,208690389.0,0.0,0.0,27112914.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79882.0,0.0,0.0,0.0,0.0,0.0,17191143.0,0.0,0.0,0.0,414904.0,3854221.0,0.0,978159.0,0.0,0.0,0.0,0.0,21654613.0,0.0,0.0,35372727.0,88355.0,0.0,0.0,0.0,7489967.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250308.0,0.0,0.0,88144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2689382.0,0.0,1361322.0,0.0,0.0,0.0,0.0,0.0,0.0,6775677.0,231595.0,0.0,0.0,0.0,0.0,11478.0,0.0,0.0,0.0,39774.0,0.0,0.0,0.0,0.0,228278.0,0.0,0.0,0.0,449775.0,1937000.0,0.0,0.0,0.0,0.0,13120843.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016824.0,0.0,0.0,0.0,0.0,0.0,7743278.0,0.0,0.0,0.0,0.0,0.0,67654.0,0.0,0.0,0.0,6001.0,11489925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196023000.0,0.0,0.0,96748.0
mdv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371841.0,159674.0,0.0,240550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15875.0,0.0,305515.0,0.0,252737.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7694000.0,0.0,0.0,3638297.0,0.0,0.0,0.0,0.0,0.0,40233.0,0.0,1455661.0,0.0,0.0,5398615.0,0.0,0.0,5635361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26992.0,0.0,0.0,0.0,0.0,0.0,5648276.0,0.0,0.0,0.0,0.0,5822527.0,0.0,85938.0,0.0,0.0,0.0,0.0,1223376.0,0.0,0.0,10122322.0,0.0,0.0,0.0,0.0,125750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3401655.0,0.0,0.0,0.0,0.0,0.0,0.0,1617066.0,22349.0,0.0,0.0,651446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87418452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182438.0,0.0,0.0,0.0,0.0,0.0,5751417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535773.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0
mex,0.0,1856456.0,290494.0,0.0,3159.0,98583.0,1410516.0,7141849.0,299430385.0,0.0,48145.0,57614948.0,40833418.0,0.0,204437430.0,1768703.0,2956.0,597221.0,1539456.0,114716.0,4375253.0,8168395.0,1865272.0,4172731.0,337057986.0,24352.0,45542.0,3556.0,535.0,355775492.0,0.0,381666084.0,33096917.0,263177899.0,328766.0,148640.0,109327.0,7137.0,229494.0,29108377.0,154803.0,107231.0,31948305.0,16460196.0,48768057.0,18730.0,10504661.0,24028387.0,19871295.0,1472172603.0,0.0,13425.0,47567725.0,257176.0,15594.0,9578528.0,256085.0,0.0,465068068.0,425775.0,51903006.0,47579.0,0.0,648278046.0,0.0,1096813.0,537656990.0,267295.0,30941.0,0.0,67559.0,0.0,0.0,11573.0,2688158.0,5372.0,0.0,33072872.0,113950.0,288799.0,200803216.0,2245073.0,653977.0,4207973.0,19333369.0,28490272.0,794313.0,178626286.0,6776594.0,1125.0,270502.0,19540400.0,406326813.0,759013.0,0.0,1145641101.0,16144.0,104761.0,0.0,0.0,172747268.0,28377.0,0.0,14336.0,2827018.0,0.0,2648.0,16905818.0,169128.0,25483335.0,0.0,50717.0,0.0,304081.0,7213726.0,0.0,318752.0,177821.0,0.0,89199.0,17196.0,0.0,2029750.0,21527661.0,3423.0,51020.0,0.0,1487282.0,15660990.0,0.0,193802771.0,34976781.0,135592.0,4939.0,168529285.0,0.0,1287489.0,135020627.0,1827.0,8503.0,53541305.0,5334799.0,29280.0,39259425.0,23027477.0,4774404.0,1112133.0,702104.0,165399.0,0.0,10817027.0,503.0,88050.0,48734.0,0.0,52394481.0,0.0,0.0,0.0,2976600.0,0.0,0.0,0.0,5144730.0,13352.0,278077742.0,0.0,36633.0,166289.0,179980.0,6469408.0,37562260.0,2833406.0,0.0,14756.0,230853.0,5389.0,3939242.0,0.0,28217.0,0.0,32173530.0,18033866869.0,0.0,124436441.0,6258600.0,456380.0,56267.0,58491.0,40845.0,2511.0,0.0,5113143.0,765976.0,1212262.0,4836198.0
mli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102404.0,0.0,0.0,344466.0,1393261.0,0.0,20939505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325709.0,0.0,0.0,0.0,0.0,4033056.0,0.0,3804068.0,0.0,5542759.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6237.0,0.0,0.0,0.0,0.0,0.0,29200000.0,0.0,0.0,1185443.0,0.0,95543.0,0.0,0.0,0.0,14532213.0,0.0,1031658.0,0.0,0.0,143713326.0,0.0,0.0,15451505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116314.0,0.0,0.0,0.0,0.0,0.0,12491313.0,0.0,0.0,0.0,0.0,2443088.0,0.0,481259.0,0.0,0.0,0.0,0.0,17109093.0,0.0,0.0,8688031.0,0.0,0.0,0.0,0.0,337843.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,693616.0,48933.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1593.0,0.0,465175.0,0.0,0.0,0.0,0.0,0.0,0.0,24806430.0,548679.0,0.0,0.0,0.0,0.0,8873.0,0.0,0.0,0.0,616499.0,1802.0,0.0,283346.0,0.0,702622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35409449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526937.0,0.0,0.0,0.0,0.0,308914.0,1193183.0,0.0,0.0,0.0,0.0,0.0,148191.0,0.0,0.0,0.0,0.0,9004345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587000.0,0.0,0.0,0.0
mlt,0.0,1155.0,732478.0,0.0,111604.0,0.0,1565.0,44884.0,9595667.0,0.0,0.0,3142169.0,24450397.0,0.0,29090719.0,0.0,0.0,92515.0,533472.0,976833.0,6879.0,0.0,0.0,437908.0,10085940.0,0.0,2301.0,0.0,0.0,3618669.0,0.0,17009441.0,405450.0,9756408.0,3174441.0,0.0,0.0,0.0,0.0,534857.0,0.0,0.0,881741.0,9476036.0,111283.0,0.0,0.0,1432685.0,708267.0,208514241.0,0.0,13828.0,17074974.0,27879.0,0.0,454915.0,183945.0,0.0,30871476.0,12948.0,15149329.0,627.0,0.0,135876665.0,0.0,3327.0,268631292.0,1868672.0,484.0,0.0,0.0,0.0,0.0,0.0,26113982.0,2926.0,0.0,50198.0,0.0,0.0,11371142.0,202189.0,0.0,3003491.0,3492002.0,12033367.0,0.0,12821243.0,134935.0,0.0,42035.0,109767.0,581752581.0,27653.0,23789.0,67435580.0,160542.0,0.0,0.0,0.0,12727501.0,558.0,0.0,0.0,147581.0,54377187.0,0.0,215894.0,84222.0,131057.0,29367.0,0.0,1439393.0,0.0,0.0,0.0,0.0,717.0,0.0,0.0,0.0,29215.0,6104.0,3102413.0,0.0,0.0,0.0,795.0,0.0,0.0,50226656.0,3445254.0,455.0,0.0,3148273.0,0.0,1237931.0,104726.0,0.0,0.0,116208.0,403730.0,0.0,3622411.0,0.0,7693506.0,0.0,0.0,0.0,0.0,338678.0,0.0,2010896.0,0.0,11530.0,27518239.0,0.0,0.0,595927.0,382262.0,0.0,0.0,0.0,27318671.0,0.0,12151041.0,12626.0,0.0,0.0,0.0,0.0,4534895.0,0.0,0.0,0.0,1182.0,895225.0,16114504.0,0.0,40622.0,0.0,717109.0,59063452.0,0.0,2744.0,28818.0,4499.0,0.0,0.0,0.0,0.0,0.0,9583631.0,1879625.0,1917.0,1234.0
mmr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60956.0,0.0,0.0,27410479.0,5628181.0,0.0,2236067.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2308746.0,0.0,21815673.0,0.0,183839715.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40502000.0,0.0,0.0,1756199.0,0.0,0.0,0.0,0.0,0.0,591.0,0.0,635363.0,0.0,0.0,23735819.0,0.0,0.0,28249539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59752.0,0.0,0.0,0.0,0.0,0.0,11295973.0,0.0,0.0,0.0,3772661.0,1851067.0,0.0,10574.0,0.0,0.0,0.0,1088107.0,3280884.0,0.0,0.0,100215066.0,0.0,0.0,0.0,0.0,37713539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1096900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51463492.0,0.0,0.0,0.0,0.0,0.0,0.0,18656666.0,1545292.0,0.0,0.0,610888.0,0.0,0.0,0.0,0.0,0.0,0.0,54635.0,0.0,0.0,0.0,282248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221015390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1378658.0,0.0,0.0,0.0,0.0,0.0,41962646.0,0.0,0.0,0.0,0.0,0.0,42722.0,0.0,0.0,0.0,0.0,20066579.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22033000.0,0.0,0.0,0.0
