,abw,afg,ago,aia,alb,and,ant,are,arg,atf,atg,aus,aut,bdi,bel,ben,bfa,bgd,bgr,bhr,bhs,blz,bmu,bol,bra,brb,brn,btn,caf,can,cck,che,chl,chn,civ,cmr,cod,cog,cok,col,com,cpv,cri,csk,cub,cxr,cym,cyp,ddr,deu,dji,dma,dnk,dom,dza,ecu,egy,esh,esp,eth,fin,fji,flk,fra,fro,gab,gbr,gha,gib,gin,glp,gmb,gnb,gnq,grc,grd,grl,gtm,guf,guy,hkg,hnd,hti,hun,idn,ind,iot,irl,irn,irq,isl,isr,ita,jam,jor,jpn,ken,khm,kir,kna,kor,kwt,lao,lbn,lbr,lby,lca,lka,mac,mar,mdg,mdv,mex,mli,mlt,mmr,mng,moz,mrt,msr,mtq,mus,mwi,mys,ncl,ner,nfk,nga,nic,niu,nld,nor,npl,nru,nzl,omn,pak,pan,pci,pcn,per,phl,png,pol,prk,prt,pry,pyf,qat,reu,rou,rwa,sau,sdn,sen,sgp,shn,slb,sle,slv,som,spm,stp,sun,sur,swe,syc,syr,tca,tcd,tgo,tha,tkl,tls,ton,tto,tun,tur,tuv,tza,uga,ury,usa,vct,ven,vgb,vnm,vut,wlf,wsm,yem,ymd,yug,zaf,zmb,zwe
ben,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94160.0,0.0,0.0,3893.0,9298328.0,0.0,12614424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247967.0,0.0,0.0,0.0,0.0,1791310.0,0.0,3265647.0,0.0,12425383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18374000.0,0.0,0.0,909321.0,0.0,0.0,0.0,0.0,0.0,6962782.0,0.0,1197034.0,0.0,0.0,102482103.0,0.0,0.0,10895970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22145.0,0.0,0.0,0.0,0.0,0.0,13980670.0,0.0,0.0,0.0,45448.0,12915288.0,0.0,283166.0,0.0,0.0,0.0,0.0,17281150.0,0.0,0.0,10325960.0,0.0,0.0,0.0,0.0,18517852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,887052.0,0.0,0.0,0.0,0.0,0.0,0.0,38651334.0,785341.0,0.0,0.0,1035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353130.0,0.0,0.0,0.0,0.0,0.0,34334449.0,0.0,0.0,0.0,0.0,0.0,785554.0,0.0,0.0,0.0,0.0,23652249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,0.0,0.0,0.0
bfa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292810.0,0.0,0.0,34817.0,444796.0,0.0,8564720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87479.0,0.0,0.0,0.0,0.0,1398684.0,0.0,1275528.0,0.0,929608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16138000.0,0.0,0.0,3534359.0,0.0,0.0,0.0,0.0,0.0,5751013.0,0.0,286078.0,0.0,0.0,152035100.0,0.0,0.0,11656060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8769494.0,0.0,0.0,0.0,0.0,268626.0,0.0,214053.0,0.0,0.0,0.0,0.0,22661367.0,0.0,0.0,19633652.0,0.0,0.0,0.0,0.0,563196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251741.0,0.0,0.0,0.0,0.0,0.0,0.0,15310535.0,420028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402028.0,0.0,0.0,0.0,0.0,0.0,3465061.0,0.0,0.0,0.0,0.0,0.0,22253.0,0.0,0.0,0.0,0.0,14741433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16000.0,0.0,0.0,0.0
bgd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48743464.0,0.0,0.0,47530905.0,5337024.0,0.0,16290340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41343289.0,0.0,0.0,0.0,0.0,73403202.0,0.0,23719958.0,0.0,125807424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1401996.0,0.0,0.0,0.0,34638.0,0.0,108165000.0,0.0,0.0,42534550.0,0.0,0.0,0.0,272138.0,0.0,19435709.0,0.0,6315572.0,0.0,0.0,63737658.0,0.0,0.0,90403871.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370304.0,0.0,0.0,0.0,0.0,0.0,210861590.0,0.0,0.0,0.0,61992369.0,301682126.0,0.0,2306050.0,0.0,0.0,0.0,0.0,66515763.0,0.0,5052694.0,380953050.0,145981.0,0.0,0.0,0.0,276096142.0,0.0,0.0,0.0,0.0,0.0,0.0,7753494.0,61851.0,4247387.0,0.0,0.0,295867.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47281120.0,0.0,0.0,0.0,0.0,0.0,0.0,47038146.0,541156.0,161398.0,0.0,4319280.0,21586.0,59477494.0,0.0,0.0,0.0,40078.0,1037328.0,0.0,2014905.0,0.0,246691.0,0.0,0.0,2737991.0,0.0,1657298.0,0.0,0.0,0.0,0.0,395302929.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3307690.0,0.0,0.0,0.0,0.0,0.0,52822763.0,0.0,0.0,0.0,0.0,2081687.0,3308065.0,0.0,0.0,0.0,0.0,169771630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1519000.0,0.0,0.0,2573.0
bgr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44371699.0,0.0,0.0,6556072.0,124680885.0,0.0,38399157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27661310.0,0.0,0.0,0.0,0.0,24059425.0,0.0,95122104.0,0.0,39739409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481753000.0,0.0,0.0,20541681.0,0.0,0.0,0.0,0.0,0.0,17779935.0,0.0,14458327.0,0.0,0.0,116041485.0,0.0,0.0,78314743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53112518.0,0.0,0.0,0.0,0.0,0.0,10014095.0,0.0,0.0,0.0,9958328.0,3004185.0,0.0,4108401.0,0.0,0.0,0.0,8513139.0,249605326.0,0.0,0.0,54269278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,924059.0,0.0,0.0,0.0,0.0,0.0,0.0,47814020.0,4023164.0,0.0,0.0,2045220.0,0.0,0.0,0.0,0.0,0.0,0.0,530740.0,0.0,0.0,0.0,5665873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30348367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23810770.0,0.0,0.0,0.0,0.0,0.0,6264934.0,0.0,0.0,0.0,0.0,0.0,10358180.0,0.0,0.0,0.0,0.0,84292288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101928000.0,0.0,0.0,0.0
bhr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175974.0,0.0,0.0,17221645.0,4108042.0,0.0,25370900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16531857.0,0.0,0.0,0.0,0.0,2257150.0,0.0,68926339.0,0.0,8275623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109334000.0,0.0,0.0,15673051.0,0.0,0.0,0.0,0.0,0.0,13037682.0,0.0,4825225.0,0.0,0.0,58733776.0,0.0,0.0,195370436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2341732.0,0.0,0.0,0.0,0.0,0.0,15370702.0,0.0,0.0,0.0,4710079.0,34629066.0,0.0,8104887.0,0.0,0.0,0.0,0.0,65537581.0,0.0,0.0,150953833.0,0.0,0.0,0.0,0.0,15417945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48671.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12235531.0,0.0,0.0,0.0,0.0,0.0,0.0,34487648.0,3200994.0,0.0,0.0,6600427.0,0.0,0.0,0.0,0.0,0.0,0.0,2271058.0,0.0,0.0,0.0,909875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23681525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13981688.0,0.0,0.0,0.0,0.0,0.0,20092404.0,0.0,0.0,0.0,0.0,0.0,3526159.0,0.0,0.0,0.0,0.0,718367153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1052000.0,0.0,0.0,0.0
bhs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3457787.0,0.0,0.0,1081930.0,2697138.0,0.0,710891.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36420821.0,0.0,0.0,0.0,0.0,43106033.0,0.0,16398774.0,0.0,476616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267158000.0,0.0,0.0,5507684.0,0.0,0.0,0.0,0.0,0.0,2464839.0,0.0,5787186.0,0.0,0.0,30589783.0,0.0,0.0,39536387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11142989.0,0.0,0.0,0.0,0.0,0.0,4711284.0,0.0,0.0,0.0,5189.0,179861.0,0.0,12129571.0,0.0,0.0,0.0,63024.0,14698782.0,0.0,0.0,432006180.0,0.0,0.0,0.0,0.0,65414996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26416483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304902.0,0.0,0.0,0.0,0.0,0.0,0.0,4364099.0,92395562.0,0.0,0.0,881395.0,0.0,0.0,0.0,0.0,0.0,0.0,408804.0,0.0,0.0,0.0,354579.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32086036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24680664.0,0.0,0.0,0.0,0.0,0.0,795770.0,0.0,0.0,0.0,0.0,0.0,68706.0,0.0,0.0,0.0,0.0,799116727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128000.0,0.0,0.0,0.0
blz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21951.0,0.0,0.0,8316.0,201913.0,0.0,70893.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636750.0,0.0,0.0,0.0,0.0,3062450.0,0.0,260896.0,0.0,1369139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992000.0,0.0,0.0,2337517.0,0.0,0.0,0.0,0.0,0.0,288091.0,0.0,1052.0,0.0,0.0,7102185.0,0.0,0.0,21495908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3329619.0,0.0,0.0,0.0,0.0,5023.0,0.0,714621.0,0.0,0.0,0.0,0.0,797869.0,0.0,0.0,8235706.0,0.0,0.0,0.0,0.0,787286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16646781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18177.0,0.0,0.0,0.0,0.0,0.0,0.0,7776599.0,57519.0,0.0,0.0,474061.0,0.0,0.0,0.0,0.0,0.0,0.0,847453.0,0.0,0.0,0.0,15637.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65165.0,0.0,0.0,0.0,0.0,0.0,319373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103876802.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33000.0,0.0,0.0,0.0
bmu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35100.0,0.0,0.0,11967.0,9988371.0,0.0,793992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252888.0,0.0,0.0,0.0,0.0,21315139.0,0.0,16934051.0,0.0,38851.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77239000.0,0.0,0.0,2341457.0,0.0,0.0,0.0,0.0,0.0,9695257.0,0.0,334458.0,0.0,0.0,69881973.0,0.0,0.0,49265733.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1616243.0,0.0,0.0,0.0,0.0,0.0,9392292.0,0.0,0.0,0.0,0.0,606930.0,0.0,4962291.0,0.0,0.0,0.0,73756.0,16068932.0,0.0,0.0,114997723.0,0.0,0.0,0.0,0.0,31370375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1385150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45931.0,0.0,0.0,0.0,0.0,0.0,0.0,17857654.0,27976782.0,0.0,0.0,3103383.0,0.0,0.0,0.0,0.0,0.0,0.0,136214.0,0.0,0.0,0.0,443677.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16283262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46888697.0,0.0,0.0,0.0,0.0,0.0,687617.0,0.0,0.0,0.0,0.0,0.0,20327.0,0.0,0.0,0.0,0.0,254432308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29000.0,0.0,0.0,0.0
bol,0.0,0.0,0.0,0.0,83907.0,0.0,86607.0,703.0,72261117.0,0.0,0.0,178361.0,1557930.0,0.0,3247706.0,0.0,2361.0,31432.0,26930.0,0.0,0.0,0.0,12748.0,0.0,118419110.0,9714.0,3182.0,0.0,0.0,6399603.0,0.0,3828585.0,79495090.0,5854104.0,0.0,2650.0,0.0,0.0,0.0,3909942.0,0.0,0.0,38423.0,1218269.0,241665.0,5223.0,0.0,0.0,465895.0,51781425.0,0.0,0.0,2320034.0,0.0,0.0,792720.0,3111.0,0.0,9403022.0,0.0,2576036.0,0.0,0.0,8502336.0,0.0,0.0,9804822.0,0.0,33236.0,9974.0,0.0,0.0,5928.0,0.0,4404.0,0.0,3166.0,40992.0,0.0,0.0,920754.0,30579.0,0.0,12414.0,203486.0,141451.0,2969.0,1191480.0,0.0,27845.0,15104.0,1470028.0,18116479.0,20000.0,14580.0,67070935.0,132069.0,0.0,0.0,0.0,4033877.0,499.0,0.0,0.0,18453.0,22533.0,0.0,118454.0,0.0,21327.0,0.0,0.0,7041194.0,0.0,0.0,12908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64946.0,0.0,0.0,0.0,1651.0,4520.0,0.0,6164121.0,389599.0,0.0,0.0,44044.0,0.0,79095.0,6408977.0,0.0,0.0,20103147.0,19114.0,1921.0,210432.0,678080.0,466759.0,4794683.0,1345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36763.0,2486.0,0.0,0.0,52747.0,0.0,0.0,93442.0,1684922.0,0.0,9297273.0,0.0,0.0,674.0,0.0,0.0,40138.0,0.0,0.0,0.0,0.0,0.0,28501.0,0.0,0.0,0.0,1138637.0,154503086.0,0.0,2101862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1796421.0,497132.0,3915.0,0.0
bra,0.0,0.0,74283153.0,0.0,0.0,0.0,0.0,0.0,1422653128.0,0.0,0.0,72780855.0,51318380.0,0.0,145867765.0,0.0,0.0,10891731.0,0.0,0.0,0.0,0.0,0.0,24138759.0,0.0,0.0,0.0,0.0,0.0,428061021.0,0.0,387116408.0,436415844.0,106683075.0,0.0,11287748.0,0.0,0.0,0.0,19602957.0,0.0,0.0,1367146.0,15146454.0,0.0,0.0,0.0,0.0,0.0,1796963000.0,0.0,0.0,40692964.0,0.0,165751954.0,2761685.0,36234.0,0.0,182847647.0,0.0,85335822.0,0.0,0.0,712164378.0,0.0,0.0,520698045.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2751094.0,0.0,0.0,0.0,0.0,0.0,85534316.0,0.0,5644.0,0.0,18455174.0,14603716.0,0.0,27217131.0,0.0,0.0,3081363.0,78513843.0,785914015.0,12527427.0,0.0,1216048707.0,19495.0,0.0,0.0,0.0,106167039.0,0.0,0.0,0.0,0.0,0.0,0.0,70036.0,1534.0,21258954.0,22632.0,0.0,165249896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44654113.0,0.0,0.0,0.0,0.0,0.0,0.0,226001257.0,83468235.0,0.0,0.0,13157241.0,0.0,2965727.0,28385.0,0.0,0.0,100596422.0,1608637.0,0.0,131964449.0,0.0,46402707.0,281008791.0,0.0,2010678.0,0.0,4302000.0,0.0,0.0,0.0,0.0,71539098.0,0.0,0.0,0.0,1143053.0,0.0,0.0,0.0,0.0,21023203.0,255122536.0,46882.0,266816.0,0.0,0.0,0.0,6924879.0,0.0,0.0,0.0,3866975.0,6868999.0,11762899.0,0.0,0.0,0.0,383982194.0,4988256037.0,0.0,226879375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12701000.0,0.0,0.0,511198.0
brb,2102.0,0.0,0.0,0.0,0.0,0.0,33521745.0,0.0,2417440.0,0.0,1625760.0,1781098.0,824542.0,0.0,3350627.0,0.0,0.0,9940.0,0.0,4765.0,10319.0,967355.0,254086.0,0.0,7691023.0,0.0,0.0,0.0,0.0,37849499.0,0.0,5545795.0,93258.0,3133253.0,0.0,0.0,0.0,0.0,0.0,660491.0,0.0,0.0,873994.0,194532.0,203045.0,0.0,0.0,10167.0,150327.0,14745177.0,0.0,947595.0,11779988.0,747957.0,0.0,11617.0,1395.0,0.0,2347586.0,0.0,2164764.0,0.0,0.0,8348989.0,0.0,0.0,69986798.0,26183.0,15250.0,0.0,4999.0,0.0,0.0,0.0,56147.0,1091828.0,0.0,246494.0,0.0,3081456.0,2615341.0,2103300.0,110496.0,81913.0,298995.0,1211538.0,0.0,3148701.0,5322.0,627.0,94805.0,236341.0,5152244.0,15211724.0,0.0,34290355.0,120067.0,0.0,0.0,116703.0,6035118.0,0.0,0.0,979.0,0.0,0.0,3805293.0,60808.0,1131.0,4965.0,1948.0,0.0,1457119.0,0.0,0.0,0.0,0.0,0.0,0.0,579.0,187575.0,0.0,32243.0,357872.0,0.0,0.0,0.0,0.0,136316.0,0.0,10635342.0,2908387.0,0.0,0.0,9519174.0,0.0,32839.0,73449.0,0.0,0.0,316056.0,117506.0,0.0,151382.0,0.0,290474.0,32639.0,0.0,0.0,0.0,2761.0,0.0,0.0,0.0,0.0,852869.0,0.0,0.0,0.0,2612274.0,0.0,0.0,0.0,154003.0,0.0,9285560.0,0.0,0.0,0.0,0.0,0.0,1797553.0,0.0,0.0,0.0,68905422.0,19166.0,128476.0,0.0,10812.0,0.0,352159.0,220178854.0,1737578.0,25366256.0,4220.0,0.0,0.0,0.0,0.0,0.0,0.0,89939.0,0.0,0.0,1704.0
brn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74117.0,1134564.0,0.0,0.0,24558218.0,1662177.0,0.0,4569535.0,0.0,0.0,2593.0,17346.0,0.0,0.0,0.0,0.0,0.0,1041247.0,0.0,0.0,0.0,0.0,1252082.0,0.0,133059727.0,274962.0,24306357.0,0.0,0.0,0.0,0.0,0.0,679.0,0.0,0.0,0.0,46060.0,0.0,0.0,0.0,6222.0,0.0,39398017.0,0.0,0.0,7110138.0,20984.0,12611.0,0.0,5629.0,0.0,1744757.0,0.0,1034178.0,0.0,0.0,20137746.0,0.0,0.0,371410972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5557.0,0.0,0.0,0.0,0.0,0.0,15117706.0,0.0,0.0,43129.0,16838927.0,1638447.0,0.0,770098.0,54339.0,2052.0,0.0,21629.0,19819986.0,0.0,0.0,132833169.0,0.0,0.0,0.0,0.0,5552641.0,25924.0,0.0,0.0,0.0,0.0,0.0,21862.0,32883.0,1077.0,14067.0,0.0,86819.0,0.0,0.0,38175.0,0.0,113119.0,0.0,0.0,0.0,1696.0,0.0,96216516.0,0.0,0.0,0.0,0.0,0.0,0.0,21091922.0,762442.0,5018.0,0.0,3164824.0,26249.0,165249.0,0.0,0.0,0.0,38281.0,1529536.0,0.0,34672.0,0.0,63974.0,0.0,0.0,0.0,0.0,29437.0,0.0,74269.0,0.0,0.0,244372495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3383.0,0.0,4597664.0,0.0,3959.0,0.0,0.0,0.0,34294668.0,0.0,0.0,0.0,0.0,774.0,33813.0,0.0,699.0,0.0,107142.0,230764828.0,0.0,0.0,0.0,20533.0,0.0,0.0,0.0,0.0,0.0,124235.0,0.0,0.0,0.0
btn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68380.0,22103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4208.0,0.0,148109.0,0.0,1332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,752000.0,0.0,0.0,978355.0,0.0,0.0,0.0,0.0,0.0,9146.0,0.0,0.0,0.0,0.0,33672.0,0.0,0.0,1125166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133057.0,0.0,0.0,0.0,0.0,2154839.0,0.0,0.0,0.0,0.0,0.0,0.0,84865.0,0.0,0.0,6274319.0,0.0,0.0,0.0,0.0,31621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444872.0,241672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502837.0,0.0,0.0,0.0,0.0,0.0,62214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,579279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
caf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19303.0,0.0,0.0,12354.0,704589.0,0.0,4044526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1068852.0,0.0,0.0,0.0,0.0,4132.0,0.0,354131.0,0.0,866173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10135000.0,0.0,0.0,307255.0,0.0,0.0,0.0,0.0,0.0,734605.0,0.0,5965.0,0.0,0.0,66551614.0,0.0,0.0,2987294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34382.0,0.0,0.0,0.0,0.0,0.0,907428.0,0.0,0.0,0.0,41377.0,2855698.0,0.0,169706.0,0.0,0.0,0.0,352144.0,14393008.0,0.0,0.0,7238247.0,0.0,0.0,0.0,0.0,862011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10287.0,0.0,0.0,0.0,0.0,0.0,0.0,6033229.0,975655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,688501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331637.0,0.0,0.0,0.0,0.0,0.0,121926.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1199447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188000.0,0.0,0.0,0.0
can,0.0,556172.0,44668997.0,0.0,6151.0,0.0,11094634.0,44607293.0,114651722.0,92255.0,137518.0,620033828.0,360378134.0,92495.0,463575096.0,0.0,4069.0,28114705.0,7190848.0,6987303.0,45596364.0,8221462.0,1559444.0,17432432.0,616421881.0,11659587.0,109636.0,709.0,33194.0,0.0,0.0,504935037.0,138428858.0,1076231153.0,16591008.0,1660325.0,7468739.0,0.0,946.0,101188985.0,1877.0,110723.0,44272351.0,54319640.0,101558403.0,0.0,3625.0,1318254.0,0.0,2995787986.0,0.0,59884.0,194572093.0,30503103.0,48818859.0,114323746.0,7196488.0,0.0,393280249.0,4432791.0,276426708.0,8807801.0,0.0,1889957907.0,0.0,81293.0,3817916343.0,4082352.0,0.0,10998830.0,108812.0,62194.0,0.0,0.0,63462288.0,64505.0,149698.0,28777902.0,27539.0,19243294.0,818249360.0,10103444.0,11394452.0,34873879.0,161204132.0,178962632.0,0.0,211638029.0,16105385.0,88738433.0,6438414.0,101333100.0,1513823842.0,121549400.0,443879.0,7404122787.0,10401681.0,0.0,0.0,26569.0,1749793230.0,1238956.0,836234.0,2393508.0,2811629.0,0.0,7569944.0,32280561.0,25344984.0,30196346.0,1482969.0,491460.0,1347388211.0,10260208.0,2633959.0,1226100.0,0.0,2152184.0,426.0,48471.0,42497.0,5393877.0,761245.0,311536173.0,840088.0,5313779.0,91031.0,442802791.0,49583726.0,126779.0,564160875.0,1300744506.0,1853634.0,94551.0,167156336.0,217914.0,73856482.0,3262905.0,0.0,1300.0,96724874.0,156205104.0,81048.0,60832291.0,10510.0,135559193.0,937313.0,56743.0,813827.0,6893.0,67072866.0,1352484.0,500934040.0,73892.0,5342841.0,434798478.0,314927.0,39766.0,4174823.0,14409283.0,0.0,214030.0,0.0,162933370.0,247920.0,699331206.0,51261.0,48236.0,0.0,0.0,26630281.0,315682052.0,295611.0,0.0,0.0,19027932.0,2124101.0,67648640.0,0.0,842651.0,3896508.0,35529449.0,69645046151.0,202614.0,449191137.0,0.0,12070420.0,5565.0,0.0,0.0,0.0,11863051.0,75000135.0,142670036.0,89211.0,16991020.0
