,abw,afg,ago,aia,alb,and,ant,are,arg,arm,asm,ata,atf,atg,aus,aut,aze,bdi,bel,ben,bfa,bgd,bgr,bhr,bhs,bih,blr,blz,bmu,bol,bra,brb,brn,btn,bvt,bwa,caf,can,cck,che,chl,chn,civ,cmr,cod,cog,cok,col,com,cpv,cri,cub,cxr,cym,cyp,cze,deu,dji,dma,dnk,dom,dza,ecu,egy,eri,esh,esp,est,eth,fin,fji,flk,fra,fro,fsm,gab,gbr,geo,gha,gib,gin,gmb,gnb,gnq,grc,grd,grl,gtm,gum,guy,hkg,hmd,hnd,hrv,hti,hun,idn,ind,iot,irl,irn,irq,isl,isr,ita,jam,jor,jpn,kaz,ken,kgz,khm,kir,kna,kor,kwt,lao,lbn,lbr,lby,lca,lka,lso,ltu,lux,lva,mac,mar,mda,mdg,mdv,mex,mhl,mkd,mli,mlt,mmr,mng,mnp,moz,mrt,msr,mus,mwi,mys,myt,nam,ncl,ner,nfk,nga,nic,niu,nld,nor,npl,nru,nzl,omn,pak,pan,pcn,per,phl,plw,png,pol,prk,prt,pry,pse,pyf,qat,rou,rus,rwa,sau,scg,sdn,sen,sgp,sgs,shn,slb,sle,slv,smr,som,spm,stp,sur,svk,svn,swe,swz,syc,syr,tca,tcd,tgo,tha,tjk,tkl,tkm,tls,ton,tto,tun,tur,tuv,tza,uga,ukr,umi,ury,usa,uzb,vat,vct,ven,vgb,vnm,vut,wlf,wsm,yem,zaf,zmb,zwe
cri,10532.0,216883.0,857.0,0.0,28768.0,216663.0,388532.0,25197.0,35464625.0,0.0,0.0,0.0,0.0,0.0,3942025.0,6328303.0,1603.0,0.0,40171018.0,0.0,0.0,422204.0,128047.0,66488.0,340939.0,0.0,0.0,364179.0,1004329.0,135753.0,102832369.0,62004.0,0.0,0.0,0.0,0.0,10045.0,66787906.0,0.0,34588226.0,46315251.0,82260816.0,0.0,0.0,55142.0,0.0,0.0,107505074.0,0.0,0.0,0.0,4640985.0,0.0,17520.0,510871.0,1939555.0,113481775.0,0.0,0.0,4444012.0,3403142.0,951.0,12173989.0,60027.0,0.0,0.0,131171233.0,1098558.0,0.0,3891742.0,0.0,0.0,87059463.0,0.0,0.0,0.0,43810435.0,0.0,1057.0,25826.0,15401.0,0.0,0.0,0.0,966608.0,0.0,0.0,126310383.0,0.0,70310.0,34011273.0,0.0,44170258.0,48695.0,167955.0,511678.0,9795416.0,8786392.0,0.0,22899390.0,9721.0,0.0,6075.0,17707360.0,67239315.0,151338.0,2248.0,199961180.0,3336.0,31531.0,6248.0,368122.0,0.0,0.0,105963856.0,0.0,10416.0,0.0,9670.0,0.0,4427.0,151902.0,0.0,9723.0,316435.0,316362.0,0.0,0.0,0.0,83558.0,0.0,358837592.0,0.0,0.0,0.0,301753.0,8056.0,0.0,0.0,2473.0,0.0,0.0,613316.0,30282.0,12354688.0,0.0,0.0,0.0,50714.0,0.0,0.0,31018531.0,0.0,90589266.0,14822960.0,6795.0,0.0,1707154.0,12615.0,709870.0,83255740.0,0.0,8933405.0,4945552.0,0.0,598.0,2252550.0,3833638.0,1660815.0,17272.0,0.0,10884.0,218792.0,334229.0,15101863.0,0.0,5124.0,6610.0,0.0,0.0,10222737.0,0.0,0.0,0.0,0.0,80146523.0,0.0,13025.0,0.0,0.0,8735.0,1410943.0,1174973.0,16729489.0,3743.0,0.0,61409.0,43845.0,4259.0,0.0,15733651.0,0.0,0.0,0.0,0.0,0.0,33061005.0,0.0,7150987.0,0.0,38224.0,1907.0,9724658.0,0.0,1157607.0,2922090725.0,0.0,0.0,12702.0,303856430.0,24818.0,346782.0,0.0,730.0,0.0,0.0,344735.0,0.0,1004.0
cub,3109423.0,0.0,34836.0,0.0,138517.0,0.0,23103884.0,1104224.0,66759142.0,0.0,0.0,0.0,0.0,486124.0,2669301.0,11402430.0,37810.0,0.0,39984313.0,481.0,0.0,1280489.0,13695867.0,0.0,41297129.0,0.0,436555.0,217461.0,321077.0,0.0,118414201.0,61665.0,6416.0,254702.0,0.0,0.0,15608.0,322985848.0,0.0,8549172.0,39204247.0,399443694.0,666.0,0.0,0.0,0.0,6050.0,89394098.0,0.0,148818.0,9638012.0,0.0,0.0,1587750.0,187872.0,9842344.0,81628856.0,0.0,358828.0,11658673.0,21288410.0,21529.0,10112122.0,510194.0,978.0,0.0,683314209.0,729413.0,0.0,5405899.0,0.0,0.0,264586634.0,0.0,0.0,0.0,54758657.0,1831.0,32192.0,0.0,924.0,0.0,0.0,0.0,768078.0,1796.0,0.0,8125901.0,0.0,1198595.0,24896299.0,0.0,1942461.0,76500.0,30406.0,1768335.0,10903934.0,8943424.0,0.0,3955228.0,456622.0,0.0,726323.0,21327600.0,269815878.0,2039122.0,0.0,76552254.0,4237499.0,1123745.0,22707.0,465.0,0.0,0.0,64167758.0,0.0,1864.0,1690.0,0.0,0.0,0.0,3349.0,0.0,1453454.0,79297.0,0.0,0.0,18257.0,771.0,0.0,0.0,301512061.0,0.0,139381.0,310976.0,104327.0,0.0,0.0,0.0,299621.0,8878.0,10547.0,1622.0,0.0,8920530.0,0.0,0.0,0.0,0.0,0.0,4354.0,3597304.0,16278.0,82107153.0,2461777.0,0.0,0.0,9095232.0,0.0,441265.0,39974964.0,20921.0,2795848.0,710799.0,0.0,0.0,2384850.0,8954336.0,10048903.0,755.0,0.0,0.0,0.0,5910780.0,119210764.0,0.0,237999.0,4607.0,29651.0,162563.0,4359544.0,0.0,0.0,0.0,129939.0,974674.0,0.0,0.0,0.0,0.0,367887.0,5948241.0,189604.0,18982981.0,183796.0,0.0,354929.0,0.0,199415.0,1349.0,10463250.0,0.0,0.0,0.0,0.0,0.0,32622646.0,14257442.0,4193655.0,0.0,265483.0,185216.0,20484762.0,0.0,5413280.0,11271113.0,0.0,0.0,0.0,808702940.0,353053.0,47742998.0,0.0,0.0,0.0,0.0,4199762.0,0.0,0.0
cxr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10020156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264604.0,140614.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29867.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3947969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1312327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cym,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33502.0,67380.0,0.0,0.0,636532.0,0.0,0.0,0.0,4682.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101071559.0,0.0,0.0,0.0,0.0,0.0,0.0,5566185.0,0.0,14331897.0,0.0,707752.0,0.0,0.0,0.0,0.0,0.0,148823.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7238000.0,0.0,0.0,24879974.0,0.0,0.0,0.0,0.0,0.0,0.0,221866396.0,156272.0,0.0,17831.0,0.0,0.0,57692164.0,0.0,0.0,0.0,37823885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2359995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76000.0,382421.0,122221.0,0.0,701210.0,0.0,0.0,0.0,4000.0,56674179.0,0.0,0.0,6627047.0,0.0,0.0,0.0,0.0,0.0,0.0,70854577.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25672.0,1639.0,0.0,0.0,0.0,0.0,0.0,0.0,88331860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104006998.0,10073467.0,0.0,0.0,104822.0,0.0,0.0,0.0,0.0,0.0,205114.0,0.0,0.0,0.0,0.0,7949.0,0.0,0.0,0.0,0.0,26000.0,26550.0,0.0,0.0,0.0,0.0,0.0,4884909.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1700.0,1376731.0,0.0,0.0,0.0,0.0,0.0,0.0,2406256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77271.0,0.0,0.0,0.0,0.0,0.0,0.0,349470823.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3660475.0,0.0,0.0
cyp,556.0,2344.0,0.0,0.0,5092.0,0.0,8032.0,9535165.0,20426453.0,4470.0,0.0,0.0,0.0,0.0,8618415.0,28431658.0,0.0,0.0,55145444.0,0.0,0.0,714160.0,13072863.0,495673.0,239108.0,39117.0,4220.0,1331.0,0.0,10302.0,9257966.0,0.0,19.0,1681.0,0.0,389.0,113770.0,11827406.0,0.0,46639233.0,839248.0,119968837.0,263146.0,87787.0,26929.0,14914.0,0.0,657090.0,986.0,0.0,132564.0,7298331.0,0.0,1921.0,1266530.0,9651038.0,248829333.0,36687.0,10012.0,34205791.0,157873.0,18560.0,109095.0,26737293.0,0.0,0.0,143696269.0,12024815.0,77259.0,17687326.0,0.0,0.0,157901889.0,7769.0,0.0,339659.0,386000802.0,131950.0,218277.0,0.0,862.0,2601.0,0.0,0.0,317625204.0,0.0,56132.0,33011.0,0.0,10255.0,27185211.0,0.0,5987.0,2097227.0,0.0,10060781.0,26188423.0,35427073.0,4595.0,30313923.0,3099606.0,1113.0,269312.0,268560630.0,312582972.0,4690433.0,1853076.0,202338374.0,495876.0,257235.0,0.0,42434.0,1422.0,0.0,38280462.0,1395855.0,87418.0,6772529.0,0.0,10970111.0,17106.0,2993363.0,0.0,4803145.0,722079.0,56992.0,386888.0,3076006.0,2227737.0,11341.0,106.0,4446904.0,0.0,217927.0,0.0,3487479.0,19695.0,1974.0,0.0,16.0,87952.0,0.0,323874.0,3978.0,17394953.0,0.0,2276.0,0.0,0.0,0.0,230.0,7346.0,0.0,75906855.0,24733080.0,6155.0,0.0,4524378.0,477307.0,4964229.0,19020.0,0.0,1166270.0,2148779.0,0.0,0.0,43257802.0,0.0,17628792.0,6927.0,4632.0,0.0,292256.0,5595925.0,157597508.0,0.0,16899669.0,1182195.0,451877.0,3190.0,162392816.0,0.0,0.0,0.0,477.0,26.0,0.0,13570.0,0.0,0.0,0.0,3940634.0,4865971.0,71512310.0,493.0,68504.0,108325745.0,0.0,0.0,0.0,70866345.0,6941.0,0.0,7024.0,0.0,0.0,66059.0,5561844.0,236226865.0,0.0,49557.0,390496.0,41369262.0,0.0,739142.0,370706748.0,9792.0,0.0,69468.0,24443.0,0.0,3014689.0,0.0,0.0,0.0,215.0,7704273.0,8630.0,6785.0
cze,77.0,304148.0,36292.0,0.0,516716.0,15607.0,7432.0,15824814.0,9403672.0,58937.0,14053.0,0.0,389.0,3553.0,44243742.0,1463933155.0,4934368.0,136002.0,692792607.0,952297.0,82751.0,6535320.0,21948517.0,44261.0,386965.0,1994406.0,27053740.0,461.0,0.0,477809.0,97265435.0,238030.0,5.0,0.0,0.0,2578.0,1495656.0,93373213.0,59.0,469917518.0,2724293.0,622663651.0,15024561.0,1796524.0,46524.0,521738.0,0.0,26186945.0,42925.0,1883.0,5063880.0,1115572.0,0.0,529.0,4039388.0,0.0,9542046585.0,6955.0,4012.0,172377865.0,624095.0,96657951.0,11814531.0,9324524.0,273.0,0.0,533040848.0,46698785.0,776672.0,233479062.0,5871.0,90893.0,1443938529.0,76425.0,0.0,83882.0,1234161449.0,593250.0,789244.0,112251.0,167719.0,38515.0,0.0,0.0,52771764.0,2749.0,609.0,1563175.0,10542.0,133420.0,47952545.0,0.0,3419751.0,29768725.0,18240.0,474977662.0,57947626.0,68547650.0,1916.0,207448697.0,6471590.0,6295123.0,790187.0,63435409.0,1503253117.0,77582.0,96797.0,553278469.0,111572301.0,762473.0,3292884.0,681239.0,16821.0,42503.0,123284006.0,82022.0,717303.0,150510.0,412502.0,256181.0,0.0,6398560.0,17583.0,40341104.0,48935314.0,7360848.0,1573001.0,9100742.0,2060547.0,1843821.0,23303.0,43638684.0,0.0,2685377.0,3001303.0,2893538.0,562327.0,263236.0,0.0,202038.0,3456.0,2420.0,377051.0,4765575.0,149094281.0,1611.0,38706.0,15248.0,1963.0,0.0,2015246.0,2275341.0,37.0,681067864.0,280648807.0,306957.0,111.0,5454923.0,176.0,13198459.0,6462870.0,3091.0,7260567.0,15567185.0,0.0,82763.0,1049511815.0,162413.0,52256876.0,16189.0,805.0,10046.0,72066.0,32229157.0,1876222110.0,264540.0,1171752.0,15830772.0,607320.0,104802.0,86494736.0,885.0,171.0,26.0,214459.0,44628514.0,259497.0,256.0,19.0,23434.0,80007.0,1787816837.0,168402765.0,479405981.0,170096.0,4727.0,2837528.0,1193.0,3481001.0,122859.0,71877468.0,9061415.0,13828.0,5751046.0,4735.0,72.0,733.0,7172501.0,134526240.0,107.0,233580.0,2141227.0,208563192.0,8544.0,2309267.0,1315938112.0,18690235.0,583.0,507.0,349719.0,6061.0,49143198.0,0.0,38.0,179.0,52086.0,22010472.0,233145.0,6593124.0
deu,1523850.0,5044395.0,87192027.0,20737.0,18552781.0,428328.0,36905670.0,119353232.0,759540609.0,17897489.0,0.0,423052.0,0.0,66213226.0,970314340.0,17334067996.0,203232128.0,8033497.0,21934160709.0,4490220.0,2975320.0,681029154.0,487707513.0,21421281.0,110745819.0,91926690.0,256753669.0,4501818.0,6219877.0,16236060.0,3157070051.0,2076663.0,1921428.0,43972.0,0.0,14701478.0,5419031.0,2808033686.0,0.0,15517508117.0,711625996.0,15019638500.0,263554070.0,76537710.0,3360223.0,59017914.0,0.0,437938159.0,1423472.0,354025.0,234965015.0,41938356.0,0.0,1181665.0,151282741.0,10698872663.0,0.0,742972.0,310137.0,6920249262.0,41050606.0,1460911235.0,221092977.0,214528848.0,3151217.0,0.0,13614461568.0,298899321.0,91773973.0,4517964244.0,7346459.0,80083.0,43535488950.0,18874538.0,25128.0,7415255.0,31332377103.0,21113334.0,110307369.0,218094.0,40884844.0,662390.0,206575.0,2313737.0,1358747742.0,5250182.0,1214994.0,109892351.0,0.0,4623085.0,2020546904.0,0.0,88276940.0,553847615.0,1480175.0,8776803129.0,2063339069.0,2006684619.0,54572.0,9093625783.0,471494162.0,38553382.0,305867590.0,1563021966.0,30128142168.0,78294164.0,12353247.0,21859333318.0,847956534.0,89656762.0,100836654.0,94227901.0,14308.0,1191013.0,4806708670.0,115101189.0,20624564.0,12825263.0,146734509.0,2438478118.0,238690.0,218233751.0,461696.0,497252856.0,1350120424.0,329695384.0,228640783.0,435283242.0,54500469.0,53201828.0,7142019.0,1201310155.0,91939.0,223383511.0,3779098.0,210079452.0,76665876.0,3766360.0,341714.0,10155065.0,17061160.0,33036.0,58769024.0,37880295.0,3120779072.0,31938.0,22993971.0,102919.0,481985.0,0.0,450652483.0,47083926.0,0.0,38249787714.0,8473947643.0,85649970.0,55608.0,364094085.0,4194483.0,467478765.0,115985865.0,6240.0,233337865.0,1595849940.0,1773.0,117227637.0,9895575781.0,21959925.0,4798615330.0,8840605.0,320404.0,5032829.0,7610669.0,1737755102.0,8885423529.0,11307244.0,903343884.0,174904899.0,44290351.0,11082194.0,3169774172.0,0.0,35163.0,1751300.0,1505505.0,87375416.0,0.0,434958.0,199109.0,153449.0,965312.0,2845780853.0,2099270421.0,8527681681.0,1440735.0,13456960.0,1340426035.0,896.0,14053802.0,1358819.0,2171491785.0,2014020.0,0.0,14070688.0,0.0,285768.0,11418459.0,800103286.0,5136164136.0,69245.0,52493256.0,37439754.0,703619614.0,130240.0,84996851.0,36792573998.0,66666828.0,0.0,225879.0,353038044.0,3081072.0,973990460.0,3538553.0,0.0,1270840.0,27106626.0,2527326368.0,28750064.0,121048477.0
dji,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31493.0,0.0,0.0,0.0,0.0,0.0,973759.0,1801129.0,0.0,0.0,8574990.0,0.0,0.0,0.0,4669.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1402375.0,0.0,0.0,0.0,0.0,0.0,0.0,56578.0,0.0,160507.0,0.0,54107731.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157395.0,8479000.0,0.0,0.0,1186927.0,0.0,0.0,0.0,0.0,0.0,0.0,1342167.0,0.0,0.0,1196915.0,0.0,0.0,48019858.0,0.0,0.0,0.0,27718645.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385334.0,0.0,0.0,0.0,0.0,0.0,1128389.0,0.0,0.0,2330.0,0.0,280000.0,15814628.0,20893172.0,0.0,106212.0,0.0,0.0,0.0,0.0,33546179.0,0.0,0.0,20142927.0,0.0,0.0,0.0,0.0,0.0,0.0,21619900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5153281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20276166.0,640086.0,0.0,0.0,191079.0,0.0,0.0,0.0,0.0,0.0,45082.0,0.0,0.0,2237000.0,0.0,82711.0,0.0,0.0,0.0,0.0,0.0,404484.0,0.0,0.0,0.0,0.0,0.0,12822583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577853.0,458875.0,0.0,0.0,0.0,0.0,0.0,0.0,6177762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1442681.0,0.0,0.0,0.0,0.0,0.0,0.0,16816015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3858033.0,0.0,0.0
dma,0.0,0.0,0.0,14639.0,0.0,0.0,0.0,12009.0,60469.0,0.0,0.0,0.0,0.0,430744.0,122229.0,201205.0,0.0,0.0,813970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9931.0,0.0,0.0,773519.0,3820549.0,0.0,0.0,0.0,0.0,0.0,2984747.0,0.0,400614.0,49495.0,57701040.0,0.0,0.0,0.0,0.0,0.0,984551.0,0.0,0.0,475670.0,0.0,0.0,0.0,1904.0,21848.0,2043000.0,0.0,0.0,763062.0,0.0,0.0,15670.0,9894.0,0.0,0.0,214535.0,0.0,0.0,941873.0,0.0,0.0,3586938.0,0.0,0.0,0.0,14149447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20901.0,1417659.0,0.0,116402.0,0.0,776483.0,0.0,0.0,0.0,0.0,0.0,12000.0,3045796.0,5367417.0,0.0,143030.0,0.0,0.0,0.0,325000.0,1661538.0,1073755.0,0.0,6920073.0,0.0,0.0,0.0,0.0,0.0,345104.0,12971028.0,0.0,0.0,0.0,0.0,0.0,1110314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11592181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1684.0,0.0,0.0,277729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2574681.0,1032910.0,0.0,0.0,869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111000.0,0.0,13036.0,0.0,0.0,0.0,0.0,82000.0,969250.0,0.0,0.0,0.0,0.0,0.0,81344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82201.0,0.0,22044.0,0.0,0.0,0.0,0.0,0.0,0.0,2865560.0,0.0,0.0,0.0,0.0,0.0,18439363.0,0.0,1946278.0,0.0,0.0,0.0,0.0,0.0,0.0,37342842.0,0.0,0.0,1630110.0,1181410.0,0.0,255.0,0.0,0.0,0.0,0.0,138256.0,0.0,0.0
dnk,40824.0,1043609.0,21065.0,0.0,2187269.0,15430.0,19347.0,65414372.0,208648755.0,0.0,0.0,0.0,0.0,3251.0,83239596.0,428028941.0,65203.0,1714694.0,1304916600.0,139907.0,25289.0,61104090.0,28379201.0,17533067.0,4681239.0,2076369.0,16757142.0,4249.0,139850.0,1093389.0,135248303.0,299070.0,105282.0,0.0,0.0,160945.0,46676.0,277080169.0,0.0,474847462.0,49923795.0,1173752803.0,7050372.0,1661626.0,13232.0,361067.0,0.0,36559147.0,0.0,24220.0,4030431.0,748348.0,0.0,192568.0,3096209.0,141899927.0,8386535087.0,6993.0,131263.0,0.0,483472.0,15982445.0,2873082.0,7141819.0,21976.0,0.0,560695293.0,145265873.0,1325479.0,1053840438.0,24793.0,0.0,2275149116.0,130827598.0,0.0,289107.0,3660283502.0,471379.0,4710606.0,244222.0,13167.0,63028.0,0.0,0.0,72173336.0,4021.0,213972055.0,5189238.0,0.0,52142.0,236777422.0,0.0,4546916.0,7683376.0,25413.0,99357434.0,177539965.0,180504156.0,0.0,502809974.0,7244742.0,2336.0,82518752.0,74343716.0,1696755318.0,35815.0,85817.0,601102496.0,12853.0,3514261.0,997.0,4373459.0,0.0,0.0,443262865.0,29621772.0,1044362.0,779064.0,179752.0,0.0,4325.0,9862877.0,0.0,221898350.0,48353029.0,117350372.0,24357442.0,2662651.0,91589.0,3350899.0,1177636.0,45605578.0,0.0,1743103.0,865.0,2151091.0,13036687.0,8416.0,9807.0,49994.0,5956.0,14686.0,1707477.0,3370979.0,136354667.0,0.0,2700082.0,1629.0,0.0,0.0,2005430.0,1259150.0,0.0,3009127974.0,2033623833.0,1221144.0,0.0,46469100.0,755015.0,35076997.0,33758582.0,0.0,14539021.0,35253851.0,0.0,465504.0,693549291.0,881606.0,291828390.0,759647.0,11991.0,27717.0,90453.0,25047954.0,348946934.0,814605.0,942803.0,6713189.0,17578.0,195770.0,109351177.0,0.0,0.0,0.0,5534.0,692728.0,0.0,0.0,287517.0,1444301.0,0.0,50420627.0,62684603.0,4894169054.0,14030.0,1083887.0,3009048.0,0.0,0.0,396854.0,192947634.0,41953.0,0.0,34391.0,0.0,12751.0,137422.0,4050821.0,210458282.0,2757.0,1139696.0,4101220.0,29862014.0,9974.0,1907421.0,1618982081.0,377833.0,0.0,5263226.0,32965941.0,0.0,65775794.0,0.0,125353.0,0.0,93795.0,39529833.0,340165.0,9948662.0
dom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55931031.0,0.0,0.0,0.0,0.0,0.0,10420228.0,8282992.0,0.0,0.0,35083838.0,0.0,0.0,0.0,1093734.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131903074.0,0.0,0.0,0.0,0.0,0.0,0.0,54933696.0,0.0,12874860.0,0.0,75405839.0,0.0,0.0,0.0,0.0,0.0,102142817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13523574.0,121737000.0,0.0,0.0,54561537.0,0.0,0.0,0.0,0.0,0.0,0.0,383807794.0,0.0,0.0,44969361.0,0.0,0.0,93800877.0,0.0,0.0,0.0,73103960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,991946.0,0.0,0.0,0.0,0.0,0.0,46194097.0,0.0,0.0,756978.0,0.0,795000.0,23511387.0,10707165.0,0.0,10233917.0,0.0,0.0,0.0,7787000.0,122551142.0,0.0,0.0,387273729.0,0.0,0.0,0.0,0.0,0.0,0.0,155828582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426211.0,1880398.0,0.0,0.0,0.0,0.0,0.0,0.0,537556037.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3844978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64789445.0,21697761.0,0.0,0.0,12437968.0,0.0,0.0,0.0,0.0,0.0,1243537.0,0.0,0.0,3073000.0,0.0,6900922.0,0.0,0.0,0.0,0.0,303000.0,31786290.0,0.0,0.0,0.0,0.0,0.0,8729570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928061.0,286335.0,26321919.0,0.0,0.0,0.0,0.0,0.0,0.0,39477328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22535115.0,0.0,0.0,0.0,0.0,0.0,0.0,4443399692.0,0.0,0.0,0.0,859434049.0,0.0,0.0,0.0,0.0,0.0,0.0,2213766.0,0.0,0.0
dza,0.0,22106.0,8802.0,0.0,26429.0,752646.0,0.0,21184400.0,70874334.0,5727.0,0.0,0.0,0.0,16411.0,28502678.0,120010232.0,0.0,67.0,231894577.0,258.0,3978.0,21405.0,9231580.0,10280145.0,15578.0,273488.0,1871141.0,334666.0,444.0,0.0,53528670.0,0.0,0.0,3131.0,0.0,11201.0,31619.0,356320502.0,0.0,107834151.0,1094602.0,200563219.0,83323149.0,4802006.0,50703.0,404698.0,0.0,12213.0,13940.0,15468.0,14150.0,929864.0,0.0,0.0,1162203.0,28033968.0,676221125.0,0.0,0.0,25570186.0,51677.0,0.0,9678.0,21253125.0,0.0,0.0,517341864.0,2668729.0,1907680.0,86502495.0,0.0,0.0,2057408140.0,0.0,0.0,1624281.0,197034175.0,8060483.0,116836.0,0.0,348470.0,0.0,23418.0,40.0,37485190.0,66984.0,0.0,0.0,0.0,0.0,7208757.0,0.0,427.0,1732553.0,16765.0,22367559.0,48850211.0,27762422.0,0.0,30278196.0,290376.0,303248.0,2038297.0,0.0,749111596.0,0.0,19902916.0,245117719.0,3914.0,11902.0,0.0,69735.0,0.0,8747.0,167963475.0,799131.0,133073.0,7499397.0,475956.0,1532108.0,0.0,552794.0,29550.0,1009552.0,4124377.0,1307900.0,0.0,3708934.0,13385.0,2895512.0,0.0,104365868.0,0.0,12730941.0,436352.0,3176302.0,481256.0,10268.0,0.0,0.0,948776.0,0.0,65346.0,18616.0,25529118.0,0.0,0.0,0.0,742053.0,0.0,1857643.0,1547.0,0.0,159418320.0,15369103.0,3384.0,0.0,30699434.0,42676.0,1399201.0,1081322.0,0.0,1885902.0,3848528.0,0.0,340602.0,50766450.0,3236314.0,32643129.0,0.0,0.0,0.0,12681.0,26545999.0,275451097.0,3978.0,21792812.0,0.0,291788.0,94424.0,6218028.0,0.0,0.0,0.0,0.0,72329.0,106808.0,7133.0,0.0,162.0,14184.0,1534280.0,8056864.0,50735646.0,87.0,5702.0,23201341.0,0.0,85581.0,284244.0,15961884.0,5164966.0,0.0,296060.0,0.0,0.0,20170.0,38668163.0,265597534.0,0.0,777390.0,797600.0,124629117.0,0.0,2793015.0,942711268.0,0.0,0.0,0.0,197113.0,0.0,18262287.0,0.0,0.0,42348.0,19928.0,8174592.0,4579.0,23279.0
