,afg,ago,alb,are,arg,aus,aut,bdi,bel,ben,bfa,bgd,bgr,bhr,bhs,blz,bmu,bol,bra,brb,caf,can,che,chl,chn,civ,cmr,cod,cog,col,cri,csk,cub,cyp,ddr,dji,dnk,dom,dza,ecu,egy,esp,eth,fdr,fin,fio,fji,flk,fra,gab,gbr,gha,gib,gin,glp,gmb,gnb,gnq,grc,grl,gtm,guf,guy,hkg,hnd,hti,hun,idn,ind,irl,irn,irq,isl,isr,ita,jam,jor,jpn,ken,khm,kir,kna,kor,kwt,lao,lbn,lbr,lby,lka,mac,mar,mdg,mex,mli,mlt,mmr,mng,moz,mrt,mus,mwi,mys,naa,ncl,ner,nga,nic,nld,nor,npl,nzl,omn,pak,pan,per,phl,png,pol,prk,prt,pry,qat,rou,rwa,sau,sdn,sen,sgp,shn,sle,slv,som,spm,sun,sur,swe,syc,syr,tcd,tgo,tha,tto,tun,tur,twn,tza,uga,ury,usa,ven,vnm,wsm,yar,ymd,yug,zaf,zmb,zwe
dji,0.0,0.0,0.0,0.0,0.0,8000.0,337000.0,0.0,2794000.0,0.0,0.0,0.0,0.0,14571000.0,0.0,0.0,0.0,0.0,24000.0,0.0,0.0,0.0,398000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2146000.0,0.0,0.0,0.0,6000.0,820000.0,48469000.0,2913000.0,60000.0,8000.0,0.0,0.0,49811000.0,0.0,15483000.0,0.0,0.0,0.0,18000.0,0.0,0.0,0.0,2097000.0,0.0,0.0,0.0,0.0,3227000.0,0.0,0.0,0.0,0.0,0.0,218000.0,0.0,0.0,0.0,0.0,19508000.0,0.0,0.0,23826000.0,13068000.0,0.0,0.0,0.0,2484000.0,0.0,0.0,0.0,0.0,0.0,28000.0,4000.0,50000.0,275000.0,0.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,7355000.0,177000.0,0.0,0.0,0.0,851000.0,0.0,0.0,74000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,579000.0,512000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198000.0,4000.0,0.0,0.0,0.0,4132000.0,0.0,23000.0,0.0,0.0,0.0,0.0,0.0,10769000.0,0.0,0.0,0.0,414000.0,0.0,253000.0,0.0,0.0,0.0
dnk,1628000.0,63000.0,338000.0,51293000.0,137890000.0,13006000.0,209667000.0,199000.0,670904000.0,3062000.0,8170000.0,1230000.0,5746000.0,2000.0,1127000.0,78000.0,26000.0,327000.0,183906000.0,298000.0,2000.0,83680000.0,323764000.0,5553000.0,60184000.0,16236000.0,4643000.0,4281000.0,2695000.0,52884000.0,6972000.0,52707000.0,3116000.0,4922000.0,147922000.0,62000.0,209495000.0,2847000.0,2912000.0,6427000.0,8194000.0,143820000.0,6590000.0,3552240000.0,736512000.0,58000.0,2000.0,0.0,830047000.0,3601000.0,2304146000.0,3050000.0,12000.0,1209000.0,48000.0,4000.0,0.0,1000.0,38227000.0,106054000.0,15649000.0,72000.0,143000.0,96720000.0,3833000.0,1443000.0,47160000.0,40084000.0,73578000.0,59312000.0,9597000.0,484000.0,26105000.0,31280000.0,560248000.0,325000.0,20000.0,439846000.0,13972000.0,0.0,1117000.0,44000.0,81994000.0,46756000.0,22000.0,1776000.0,3960000.0,20929000.0,4541000.0,9397000.0,16470000.0,4100000.0,10996000.0,7072000.0,4413000.0,7528000.0,29000.0,5036000.0,0.0,3313000.0,1943000.0,60823000.0,69075000.0,2000.0,0.0,157257000.0,2051000.0,1369344000.0,825080000.0,76000.0,19398000.0,6000.0,18845000.0,5272000.0,7245000.0,22373000.0,3165000.0,160552000.0,240000.0,88086000.0,10564000.0,63079000.0,15659000.0,3000.0,191273000.0,1531000.0,1141000.0,27285000.0,0.0,751000.0,6127000.0,0.0,23000.0,399203000.0,5635000.0,2486038000.0,23000.0,2001000.0,492000.0,3453000.0,41328000.0,7522000.0,6339000.0,14993000.0,52047000.0,4763000.0,893000.0,3125000.0,1142191000.0,44097000.0,397000.0,0.0,1000.0,0.0,22019000.0,13331000.0,47000.0,1912000.0
dom,0.0,0.0,0.0,0.0,1220000.0,440000.0,2375000.0,0.0,10876000.0,0.0,0.0,0.0,4000.0,0.0,9000.0,16000.0,24000.0,2000.0,11621000.0,90000.0,0.0,34911000.0,8328000.0,10748000.0,49000.0,0.0,0.0,0.0,0.0,5366000.0,2381000.0,272000.0,2000.0,0.0,22000.0,0.0,1623000.0,0.0,0.0,33000.0,0.0,22718000.0,0.0,37535000.0,1052000.0,0.0,0.0,0.0,16259000.0,0.0,19166000.0,0.0,0.0,0.0,4000.0,0.0,1000.0,0.0,11000.0,3000.0,5659000.0,0.0,9000.0,3287000.0,2223000.0,3244000.0,79000.0,3000.0,307000.0,851000.0,0.0,0.0,0.0,255000.0,24849000.0,1413000.0,0.0,113565000.0,0.0,0.0,0.0,4000.0,6207000.0,0.0,0.0,0.0,234000.0,0.0,0.0,17000.0,0.0,0.0,9094000.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,212000.0,58134000.0,0.0,0.0,0.0,1000.0,14780000.0,5382000.0,0.0,2641000.0,0.0,40000.0,9533000.0,540000.0,205000.0,0.0,65000.0,43000.0,784000.0,0.0,0.0,9000.0,0.0,0.0,0.0,0.0,159000.0,0.0,0.0,1321000.0,0.0,0.0,916000.0,117000.0,2187000.0,0.0,0.0,0.0,0.0,22000.0,2584000.0,0.0,0.0,21579000.0,0.0,0.0,16000.0,638755000.0,301513000.0,0.0,0.0,0.0,0.0,238000.0,4610000.0,0.0,0.0
dza,0.0,73060000.0,6300000.0,0.0,54543000.0,14341000.0,141766000.0,0.0,651488000.0,1002000.0,641000.0,2633000.0,14392000.0,0.0,27000.0,0.0,0.0,0.0,107214000.0,0.0,0.0,314900000.0,190958000.0,0.0,47677000.0,87943000.0,0.0,4243000.0,1247000.0,65365000.0,0.0,46362000.0,116575000.0,712000.0,56255000.0,0.0,27764000.0,2305000.0,0.0,808000.0,1674000.0,546844000.0,1973000.0,1442030000.0,95020000.0,0.0,51000.0,0.0,2438410000.0,1510000.0,375809000.0,0.0,0.0,0.0,7000.0,0.0,0.0,0.0,69630000.0,0.0,0.0,0.0,0.0,476000.0,0.0,0.0,38387000.0,2397000.0,7205000.0,32473000.0,0.0,1578000.0,3843000.0,0.0,1249194000.0,0.0,490000.0,453800000.0,483000.0,0.0,0.0,0.0,49000.0,34000.0,0.0,4051000.0,2487000.0,11621000.0,593000.0,0.0,47000.0,24225000.0,21887000.0,107000.0,695000.0,6000.0,54000.0,14000.0,0.0,0.0,1000.0,13872000.0,0.0,2000.0,1361000.0,318000.0,357000.0,295146000.0,10052000.0,0.0,1106000.0,0.0,1883000.0,943000.0,1838000.0,20838000.0,0.0,50893000.0,1137000.0,8299000.0,5052000.0,2000.0,98896000.0,0.0,27951000.0,1802000.0,1028000.0,20821000.0,0.0,0.0,0.0,0.0,3000.0,53148000.0,0.0,122374000.0,0.0,20226000.0,22000.0,0.0,130000.0,0.0,56110000.0,7212000.0,1509000.0,9115000.0,0.0,1007000.0,749111000.0,0.0,181000.0,0.0,0.0,0.0,65823000.0,4246000.0,10928000.0,0.0
ecu,0.0,0.0,149000.0,0.0,13086000.0,6965000.0,7953000.0,0.0,11566000.0,0.0,0.0,0.0,2631000.0,0.0,0.0,122000.0,218000.0,1683000.0,55051000.0,2000.0,0.0,42091000.0,37703000.0,17615000.0,511000.0,92000.0,0.0,0.0,0.0,63857000.0,1041000.0,7594000.0,166000.0,0.0,3819000.0,0.0,7838000.0,24000.0,0.0,0.0,5000.0,40130000.0,0.0,163691000.0,2543000.0,0.0,0.0,0.0,29526000.0,0.0,59280000.0,0.0,7000.0,0.0,5000.0,0.0,0.0,0.0,2849000.0,0.0,1613000.0,443000.0,0.0,5434000.0,27000.0,0.0,264000.0,370000.0,648000.0,634000.0,219000.0,0.0,56000.0,1692000.0,114587000.0,198000.0,0.0,307451000.0,0.0,131000.0,0.0,0.0,19959000.0,0.0,0.0,16000.0,0.0,0.0,810000.0,0.0,19000.0,3000.0,22363000.0,0.0,21000.0,0.0,0.0,0.0,0.0,0.0,0.0,3752000.0,11191000.0,0.0,0.0,0.0,62000.0,23333000.0,42202000.0,0.0,1231000.0,0.0,102000.0,10931000.0,79048000.0,105000.0,0.0,5353000.0,0.0,2039000.0,75000.0,0.0,148000.0,0.0,0.0,48000.0,0.0,3528000.0,0.0,0.0,2318000.0,0.0,6000.0,5329000.0,0.0,18256000.0,0.0,0.0,0.0,0.0,0.0,2925000.0,0.0,7000.0,32822000.0,0.0,1368000.0,1025000.0,861970000.0,22362000.0,0.0,0.0,0.0,0.0,5626000.0,23846000.0,0.0,0.0
egy,0.0,0.0,1123000.0,0.0,24611000.0,83061000.0,27864000.0,0.0,106110000.0,0.0,245000.0,5519000.0,54024000.0,68000.0,0.0,0.0,0.0,0.0,59506000.0,1000.0,4000.0,42277000.0,85410000.0,1756000.0,30480000.0,97000.0,2671000.0,3000.0,0.0,13000.0,0.0,50766000.0,28461000.0,395000.0,29823000.0,0.0,18908000.0,0.0,10000.0,0.0,0.0,119045000.0,2003000.0,468034000.0,87026000.0,0.0,0.0,0.0,496962000.0,54000.0,296572000.0,920000.0,181000.0,1000.0,43000.0,0.0,0.0,0.0,108051000.0,0.0,71000.0,0.0,0.0,10803000.0,0.0,0.0,14449000.0,4964000.0,42535000.0,9186000.0,56000.0,3034000.0,18000.0,1023000.0,327097000.0,6000.0,530000.0,227524000.0,8143000.0,0.0,0.0,0.0,52729000.0,3019000.0,0.0,25589000.0,5000.0,778000.0,22400000.0,241000.0,659000.0,0.0,133000.0,0.0,169000.0,0.0,0.0,0.0,0.0,0.0,1125000.0,1465000.0,0.0,0.0,0.0,2566000.0,2000.0,98936000.0,2818000.0,3494000.0,3441000.0,3832000.0,1497000.0,382000.0,115000.0,2542000.0,0.0,22454000.0,1384000.0,1364000.0,0.0,238000.0,155094000.0,0.0,47179000.0,13665000.0,3000.0,47586000.0,0.0,0.0,0.0,0.0,0.0,76584000.0,0.0,94430000.0,0.0,6528000.0,0.0,0.0,5883000.0,0.0,825000.0,16681000.0,33455000.0,527000.0,2604000.0,3095000.0,937567000.0,384000.0,3000.0,0.0,7000.0,0.0,106170000.0,6000.0,647000.0,0.0
esp,1129000.0,33604000.0,2194000.0,926922000.0,244041000.0,127643000.0,131113000.0,116000.0,542374000.0,64000.0,359000.0,15018000.0,25916000.0,0.0,55906000.0,0.0,900000.0,1543000.0,605152000.0,43000.0,6845000.0,266748000.0,414208000.0,135371000.0,117701000.0,174770000.0,52596000.0,14085000.0,114773000.0,166690000.0,4347000.0,43513000.0,86281000.0,770000.0,43920000.0,8000.0,177281000.0,27311000.0,549471000.0,22393000.0,180436000.0,0.0,3534000.0,2796291000.0,146348000.0,82000.0,10000.0,0.0,2807083000.0,227493000.0,1566450000.0,20788000.0,9000.0,70385000.0,451000.0,321000.0,3125000.0,3496000.0,42901000.0,3706000.0,11330000.0,224000.0,8451000.0,122964000.0,17821000.0,1969000.0,24595000.0,91906000.0,33934000.0,123247000.0,1056456000.0,1565284000.0,33550000.0,41377000.0,1684365000.0,58355000.0,512000.0,842770000.0,6568000.0,0.0,125000.0,280000.0,89871000.0,263422000.0,3000.0,1371000.0,44533000.0,1265381000.0,16009000.0,1869000.0,213880000.0,23316000.0,1298335000.0,329000.0,820000.0,2276000.0,0.0,5331000.0,17518000.0,463000.0,2490000.0,143684000.0,29710000.0,1217000.0,616000.0,262512000.0,16910000.0,732879000.0,95568000.0,1369000.0,30697000.0,1000.0,19690000.0,42964000.0,22088000.0,53263000.0,49087000.0,102969000.0,1461000.0,162750000.0,33013000.0,334432000.0,78249000.0,364000.0,3225399000.0,6861000.0,7698000.0,32701000.0,10000.0,757000.0,17197000.0,69000.0,0.0,447021000.0,7147000.0,383079000.0,0.0,7130000.0,6836000.0,12224000.0,29520000.0,3643000.0,13616000.0,42363000.0,115879000.0,3594000.0,49326000.0,12657000.0,4405975000.0,610110000.0,3131000.0,3000.0,13000.0,12705000.0,20775000.0,214576000.0,184000.0,13429000.0
eth,0.0,0.0,27000.0,0.0,16000.0,10057000.0,4480000.0,0.0,4453000.0,0.0,0.0,0.0,2165000.0,426000.0,0.0,0.0,0.0,0.0,1332000.0,0.0,0.0,1992000.0,25475000.0,0.0,10018000.0,0.0,0.0,0.0,22000.0,49000.0,3000.0,7401000.0,809000.0,2000.0,16748000.0,5450000.0,5866000.0,0.0,0.0,0.0,43000.0,1739000.0,0.0,68782000.0,302000.0,0.0,0.0,0.0,15059000.0,0.0,47292000.0,7000.0,17000.0,0.0,0.0,0.0,14000.0,0.0,1894000.0,0.0,0.0,0.0,0.0,2765000.0,0.0,0.0,4826000.0,20000.0,6355000.0,192000.0,7000.0,0.0,5000.0,10296000.0,77985000.0,0.0,0.0,62652000.0,7533000.0,0.0,0.0,0.0,7031000.0,33440000.0,0.0,50000.0,1000.0,0.0,37000.0,0.0,0.0,0.0,6000.0,0.0,0.0,48000.0,0.0,0.0,0.0,0.0,571000.0,199000.0,0.0,563000.0,0.0,2000.0,0.0,16414000.0,1525000.0,0.0,34000.0,0.0,811000.0,55000.0,0.0,44000.0,0.0,3119000.0,200000.0,1000.0,0.0,0.0,4302000.0,0.0,870000.0,21000.0,16000.0,5478000.0,0.0,0.0,0.0,0.0,0.0,139003000.0,0.0,10771000.0,0.0,0.0,0.0,0.0,3364000.0,0.0,0.0,173000.0,6709000.0,261000.0,0.0,0.0,55498000.0,13000.0,3000.0,0.0,303000.0,1319000.0,17231000.0,269000.0,0.0,217000.0
fdr,59535000.0,2825000.0,9109000.0,1494955000.0,702298000.0,694541000.0,5123891000.0,23170000.0,13170663000.0,12812000.0,6005000.0,24213000.0,155227000.0,5008000.0,358936000.0,1316000.0,7428000.0,28044000.0,1588056000.0,585000.0,3596000.0,1760240000.0,5680354000.0,593908000.0,791393000.0,326144000.0,187181000.0,114487000.0,56147000.0,687606000.0,113716000.0,1011531000.0,56418000.0,25864000.0,0.0,2000.0,2980919000.0,8074000.0,2258393000.0,72038000.0,206058000.0,2409256000.0,34620000.0,0.0,1593366000.0,2199000.0,5875000.0,63000.0,19302603000.0,229389000.0,11717438000.0,148998000.0,117000.0,65910000.0,12465000.0,822000.0,9641000.0,4009000.0,1492796000.0,19721000.0,121090000.0,30000.0,22126000.0,1698125000.0,111043000.0,9662000.0,973940000.0,380861000.0,620065000.0,798351000.0,1839618000.0,629624000.0,94195000.0,562855000.0,14669889000.0,8287000.0,3508000.0,5689662000.0,189368000.0,10000.0,12291000.0,3144000.0,1002029000.0,373968000.0,328000.0,7909000.0,241153000.0,4317493000.0,72143000.0,110087000.0,274448000.0,36757000.0,309275000.0,18190000.0,134081000.0,6852000.0,999000.0,20519000.0,20894000.0,18925000.0,21739000.0,744097000.0,34966000.0,60398000.0,81470000.0,3029876000.0,49038000.0,18231903000.0,2274245000.0,9068000.0,154018000.0,325848000.0,182427000.0,86423000.0,166286000.0,405437000.0,308551000.0,1349084000.0,78865000.0,651457000.0,56725000.0,51686000.0,868810000.0,18906000.0,5410654000.0,41163000.0,13271000.0,535669000.0,2000.0,29106000.0,217395000.0,1316000.0,25000.0,1940676000.0,89003000.0,3803835000.0,253000.0,127639000.0,11140000.0,32993000.0,608072000.0,45893000.0,311460000.0,579554000.0,1180565000.0,78668000.0,21501000.0,138787000.0,13047826000.0,374862000.0,6475000.0,5538000.0,333000.0,1256000.0,1223143000.0,1299231000.0,102589000.0,72686000.0
fin,1156000.0,240000.0,1000000.0,1000.0,16772000.0,16745000.0,186036000.0,2528000.0,262161000.0,0.0,1000.0,283000.0,18085000.0,0.0,5000.0,0.0,0.0,86000.0,106401000.0,206000.0,22000.0,114249000.0,247673000.0,1625000.0,30560000.0,2804000.0,1808000.0,2841000.0,25000.0,118422000.0,48082000.0,79518000.0,52888000.0,2124000.0,88116000.0,33000.0,374070000.0,2985000.0,8242000.0,3490000.0,6938000.0,139834000.0,4017000.0,1967535000.0,0.0,1000.0,0.0,10000.0,477148000.0,0.0,1338561000.0,4380000.0,0.0,0.0,41000.0,0.0,283000.0,0.0,16828000.0,97000.0,43844000.0,0.0,0.0,53561000.0,5741000.0,26000.0,58715000.0,1686000.0,9560000.0,31144000.0,170488000.0,261459000.0,26153000.0,40414000.0,372504000.0,393000.0,40000.0,507724000.0,26011000.0,0.0,4000.0,15000.0,38760000.0,14000.0,0.0,42000.0,378000.0,2000.0,2079000.0,5175000.0,20210000.0,222000.0,8232000.0,0.0,2387000.0,440000.0,22000.0,191000.0,2000.0,214000.0,540000.0,16103000.0,577000.0,9698000.0,0.0,21936000.0,2473000.0,395837000.0,327935000.0,11000.0,11057000.0,2000.0,3375000.0,9125000.0,2198000.0,12378000.0,366000.0,267700000.0,143000.0,75128000.0,170000.0,0.0,16696000.0,2999000.0,785593000.0,4157000.0,16344000.0,13118000.0,0.0,67000.0,1869000.0,29000.0,0.0,3285048000.0,237000.0,1883190000.0,5000.0,165000.0,0.0,1080000.0,10903000.0,77000.0,961000.0,11002000.0,13367000.0,2221000.0,6000.0,2303000.0,908923000.0,1863000.0,76000.0,0.0,5000.0,2000.0,20629000.0,16923000.0,6000000.0,34815000.0
fio,0.0,0.0,0.0,0.0,20000.0,945000.0,465000.0,0.0,11933000.0,0.0,0.0,0.0,0.0,9250000.0,0.0,0.0,0.0,0.0,811000.0,0.0,0.0,129000.0,900000.0,1000.0,3446000.0,579000.0,558000.0,6000.0,1846000.0,0.0,0.0,98000.0,12000.0,0.0,131000.0,2000.0,857000.0,0.0,2004000.0,0.0,342000.0,3824000.0,0.0,22857000.0,10000.0,96000.0,6000.0,0.0,548878000.0,322000.0,10061000.0,0.0,0.0,0.0,11000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2298000.0,0.0,0.0,85000.0,268000.0,1591000.0,209000.0,0.0,0.0,2000.0,107000.0,45552000.0,0.0,0.0,25871000.0,4876000.0,1000.0,0.0,74000.0,636000.0,0.0,0.0,6000.0,0.0,0.0,1000.0,789000.0,2390000.0,19017000.0,0.0,0.0,0.0,1661000.0,0.0,121000.0,0.0,5576000.0,552000.0,5664000.0,0.0,78000.0,0.0,0.0,0.0,10748000.0,931000.0,0.0,1254000.0,0.0,409000.0,0.0,38000.0,175000.0,0.0,20000.0,48000.0,102000.0,0.0,0.0,9000.0,0.0,29000.0,0.0,53000.0,18505000.0,0.0,0.0,0.0,0.0,0.0,47000.0,0.0,1187000.0,2025000.0,0.0,0.0,0.0,607000.0,0.0,271000.0,40000.0,2001000.0,7000.0,56000.0,30000.0,4870000.0,0.0,5000.0,0.0,0.0,2386000.0,14000.0,54392000.0,1000.0,2259000.0
fji,0.0,0.0,0.0,0.0,0.0,182059000.0,3735000.0,0.0,883000.0,0.0,0.0,8000.0,0.0,0.0,0.0,0.0,4000.0,0.0,3175000.0,0.0,0.0,3304000.0,4204000.0,1000.0,10561000.0,0.0,0.0,0.0,0.0,6000.0,0.0,679000.0,10000.0,70000.0,237000.0,0.0,413000.0,0.0,0.0,0.0,146000.0,228000.0,0.0,6228000.0,8000.0,0.0,1921000.0,0.0,2186000.0,0.0,42001000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,14000.0,0.0,1000.0,9239000.0,0.0,0.0,122000.0,175000.0,6134000.0,26000.0,1000.0,23000.0,0.0,14000.0,2101000.0,23000.0,0.0,82211000.0,52000.0,0.0,1562000.0,0.0,4950000.0,0.0,0.0,0.0,0.0,0.0,1689000.0,7000.0,25000.0,28000.0,26000.0,0.0,0.0,76000.0,0.0,0.0,0.0,1000.0,379000.0,1019000.0,611000.0,33000.0,0.0,0.0,0.0,1284000.0,149000.0,109000.0,95661000.0,0.0,230000.0,0.0,602000.0,1244000.0,200000.0,106000.0,211000.0,48000.0,0.0,0.0,566000.0,0.0,0.0,1000.0,0.0,63047000.0,0.0,0.0,0.0,0.0,0.0,52000.0,0.0,1687000.0,0.0,0.0,0.0,0.0,1677000.0,1041000.0,0.0,1000.0,15713000.0,15000.0,0.0,0.0,38628000.0,0.0,0.0,166000.0,1000.0,0.0,20000.0,261000.0,1000.0,0.0
flk,0.0,0.0,0.0,0.0,0.0,14000.0,9000.0,0.0,226000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43000.0,0.0,0.0,0.0,0.0,0.0,0.0,35000.0,2000.0,0.0,0.0,0.0,32000.0,0.0,3769000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544000.0,0.0,0.0,88000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fra,7508000.0,1341000.0,9498000.0,1908647000.0,296231000.0,583325000.0,645143000.0,8161000.0,11275228000.0,13964000.0,14812000.0,26878000.0,46459000.0,257000.0,70527000.0,102000.0,271000.0,44348000.0,1192803000.0,1318000.0,39894000.0,1043544000.0,2840991000.0,276510000.0,467797000.0,784985000.0,398158000.0,173947000.0,28734000.0,145231000.0,38971000.0,178448000.0,66235000.0,6773000.0,275236000.0,6798000.0,881954000.0,15642000.0,1719923000.0,45420000.0,126685000.0,3900244000.0,38289000.0,21803237000.0,707989000.0,129026000.0,158000.0,1208000.0,4909000.0,633234000.0,7275119000.0,22881000.0,203000.0,43270000.0,159796000.0,6855000.0,7535000.0,361000.0,458626000.0,19832000.0,23969000.0,2267000.0,12137000.0,383950000.0,8533000.0,36399000.0,194926000.0,326355000.0,352794000.0,755772000.0,682129000.0,5563071000.0,28867000.0,309205000.0,12671305000.0,2444000.0,437000.0,2772271000.0,35428000.0,20000.0,10654000.0,6864000.0,379036000.0,825600000.0,656000.0,19873000.0,125071000.0,663865000.0,33732000.0,92321000.0,773884000.0,98398000.0,427517000.0,38771000.0,16933000.0,4337000.0,1101000.0,10464000.0,76093000.0,53059000.0,8484000.0,472436000.0,132848000.0,242498000.0,369910000.0,3012648000.0,24300000.0,7182555000.0,1268176000.0,1341000.0,169223000.0,25277000.0,94447000.0,9562000.0,81161000.0,205372000.0,15374000.0,583671000.0,18836000.0,509970000.0,27808000.0,677411000.0,407057000.0,3502000.0,8716894000.0,51614000.0,187248000.0,330135000.0,968000.0,4583000.0,24209000.0,1343000.0,2244000.0,3566908000.0,18550000.0,2068174000.0,208000.0,119418000.0,12703000.0,62528000.0,231632000.0,74242000.0,390703000.0,213402000.0,400986000.0,11853000.0,64089000.0,23062000.0,10582539000.0,361906000.0,4906000.0,4000.0,164000.0,53000.0,278373000.0,1162314000.0,226166000.0,36598000.0
gab,0.0,0.0,0.0,0.0,2484000.0,0.0,431000.0,0.0,10081000.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10040000.0,0.0,0.0,2692000.0,3434000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427000.0,0.0,0.0,0.0,0.0,8480000.0,0.0,33850000.0,1297000.0,0.0,0.0,0.0,436134000.0,0.0,20916000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399000.0,0.0,0.0,0.0,0.0,2541000.0,0.0,0.0,0.0,0.0,0.0,811000.0,0.0,0.0,0.0,603000.0,22261000.0,0.0,0.0,44496000.0,16000.0,0.0,0.0,0.0,2605000.0,0.0,0.0,0.0,0.0,0.0,0.0,21000.0,3019000.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499000.0,0.0,0.0,9000.0,0.0,0.0,0.0,21844000.0,1643000.0,0.0,0.0,0.0,0.0,0.0,7000.0,184000.0,0.0,0.0,0.0,289000.0,0.0,0.0,0.0,0.0,0.0,0.0,1457000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,939000.0,0.0,0.0,0.0,0.0,128000.0,0.0,84000.0,0.0,0.0,0.0,0.0,96000.0,30791000.0,0.0,0.0,0.0,0.0,0.0,293000.0,0.0,0.0,0.0
gbr,46817000.0,17585000.0,249000.0,968861000.0,259548000.0,1111129000.0,711699000.0,4345000.0,4954237000.0,6631000.0,6545000.0,44749000.0,31205000.0,29996000.0,131467000.0,30574000.0,6589000.0,77038000.0,669346000.0,17611000.0,862000.0,3181584000.0,1738283000.0,293017000.0,353205000.0,121977000.0,22753000.0,13389000.0,7931000.0,79616000.0,9679000.0,203049000.0,60851000.0,187412000.0,202678000.0,703000.0,2548615000.0,11114000.0,251459000.0,20531000.0,737374000.0,1952509000.0,12802000.0,12926775000.0,1837323000.0,930000.0,85533000.0,6608000.0,8301676000.0,24743000.0,0.0,224432000.0,7075000.0,1797000.0,10633000.0,5615000.0,714000.0,0.0,298863000.0,655000.0,54928000.0,271000.0,109242000.0,1812977000.0,20170000.0,2124000.0,99745000.0,132891000.0,717173000.0,4010010000.0,248772000.0,1236338000.0,145522000.0,503221000.0,5292831000.0,222231000.0,14302000.0,3953589000.0,232938000.0,169000.0,9526000.0,72896000.0,567402000.0,1384159000.0,51000.0,21023000.0,16081000.0,105969000.0,108152000.0,37324000.0,138198000.0,9630000.0,257023000.0,17722000.0,93921000.0,12492000.0,4726000.0,26506000.0,18518000.0,336064000.0,100294000.0,429683000.0,83080000.0,625000.0,405000.0,329384000.0,1906000.0,7676780000.0,3135012000.0,5235000.0,963706000.0,44462000.0,134834000.0,9624000.0,166900000.0,228557000.0,52306000.0,412800000.0,909000.0,763379000.0,2970000.0,103599000.0,149104000.0,9984000.0,4139806000.0,28488000.0,35582000.0,402071000.0,1107000.0,29430000.0,6709000.0,259000.0,8000.0,938629000.0,36287000.0,3363308000.0,1260000.0,28323000.0,648000.0,3241000.0,120617000.0,77306000.0,40778000.0,106204000.0,543196000.0,80587000.0,56693000.0,39195000.0,12142646000.0,271287000.0,161000.0,1328000.0,1091000.0,8554000.0,98542000.0,1347769000.0,179088000.0,61618000.0
