,afg,ago,alb,are,arg,aus,aut,bdi,bel,ben,bfa,bgd,bgr,bhr,bhs,blz,bmu,bol,bra,brb,caf,can,che,chl,chn,civ,cmr,cod,cog,col,cri,csk,cub,cyp,ddr,dji,dnk,dom,dza,ecu,egy,esp,eth,fdr,fin,fio,fji,flk,fra,gab,gbr,gha,gib,gin,glp,gmb,gnb,gnq,grc,grl,gtm,guf,guy,hkg,hnd,hti,hun,idn,ind,irl,irn,irq,isl,isr,ita,jam,jor,jpn,ken,khm,kir,kna,kor,kwt,lao,lbn,lbr,lby,lka,mac,mar,mdg,mex,mli,mlt,mmr,mng,moz,mrt,mus,mwi,mys,naa,ncl,ner,nga,nic,nld,nor,npl,nzl,omn,pak,pan,per,phl,png,pol,prk,prt,pry,qat,rou,rwa,sau,sdn,sen,sgp,shn,sle,slv,som,spm,sun,sur,swe,syc,syr,tcd,tgo,tha,tto,tun,tur,twn,tza,uga,ury,usa,ven,vnm,wsm,yar,ymd,yug,zaf,zmb,zwe
tcd,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,637000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465000.0,0.0,62000.0,0.0,0.0,0.0,11718000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85000.0,0.0,0.0,0.0,1000.0,344000.0,0.0,3150000.0,0.0,0.0,0.0,0.0,11464000.0,0.0,842000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329000.0,0.0,0.0,64000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,159000.0,80000.0,0.0,0.0,0.0,1443000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1540000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tgo,0.0,0.0,0.0,0.0,0.0,2000.0,12480000.0,0.0,11376000.0,0.0,539000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7875000.0,0.0,0.0,1134000.0,16492000.0,0.0,0.0,0.0,255000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10201000.0,1638000.0,0.0,0.0,0.0,6456000.0,0.0,27031000.0,1188000.0,0.0,0.0,0.0,168246000.0,0.0,53177000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58000.0,0.0,0.0,0.0,0.0,6302000.0,0.0,0.0,0.0,0.0,0.0,61000.0,0.0,0.0,0.0,173000.0,16973000.0,0.0,0.0,24548000.0,15000.0,0.0,0.0,0.0,4053000.0,0.0,0.0,0.0,167000.0,0.0,0.0,0.0,713000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380000.0,0.0,0.0,0.0,0.0,0.0,0.0,42396000.0,196000.0,0.0,0.0,0.0,973000.0,0.0,0.0,383000.0,0.0,879000.0,0.0,420000.0,0.0,0.0,0.0,0.0,0.0,0.0,1358000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504000.0,0.0,0.0,0.0,0.0,802000.0,3469000.0,223000.0,0.0,0.0,0.0,0.0,0.0,17262000.0,0.0,0.0,0.0,0.0,0.0,45000.0,0.0,0.0,0.0
tha,2000.0,0.0,3000.0,78297000.0,7260000.0,173264000.0,40552000.0,4000.0,51523000.0,336000.0,0.0,9158000.0,10993000.0,39981000.0,0.0,0.0,3000.0,141000.0,45487000.0,0.0,0.0,132171000.0,82253000.0,1406000.0,416781000.0,2000.0,1487000.0,8881000.0,19000.0,61000.0,304000.0,8163000.0,0.0,1413000.0,2700000.0,0.0,48026000.0,0.0,20586000.0,22000.0,34000.0,13853000.0,61000.0,401468000.0,40050000.0,0.0,23000.0,0.0,93339000.0,0.0,245726000.0,10308000.0,0.0,0.0,0.0,0.0,0.0,0.0,7244000.0,12000.0,1116000.0,6000.0,1062000.0,87495000.0,73000.0,0.0,3221000.0,44853000.0,44400000.0,5710000.0,34440000.0,15000.0,17000.0,20584000.0,130097000.0,11000.0,6000.0,1952469000.0,8867000.0,0.0,0.0,0.0,197620000.0,23620000.0,1816000.0,1098000.0,0.0,0.0,1814000.0,344000.0,179000.0,186000.0,12151000.0,0.0,99000.0,11153000.0,0.0,7604000.0,0.0,6000.0,0.0,165906000.0,910000.0,5000.0,0.0,0.0,431000.0,228332000.0,32228000.0,11000.0,37651000.0,0.0,18564000.0,5141000.0,800000.0,78415000.0,160000.0,12695000.0,9271000.0,4400000.0,1000.0,504736000.0,44580000.0,0.0,932821000.0,9145000.0,6000.0,596668000.0,0.0,0.0,268000.0,0.0,0.0,11361000.0,0.0,101739000.0,0.0,9000.0,139000.0,0.0,0.0,2000.0,3000.0,2171000.0,193638000.0,48000.0,0.0,3000.0,1571897000.0,29783000.0,1070000.0,0.0,0.0,6265000.0,4457000.0,23728000.0,5849000.0,1545000.0
tto,0.0,29090000.0,0.0,0.0,3317000.0,25077000.0,12500000.0,0.0,16044000.0,0.0,0.0,10000.0,15000.0,1000.0,1803000.0,7661000.0,41000.0,2000.0,18828000.0,25946000.0,0.0,125085000.0,6659000.0,16000.0,7358000.0,0.0,0.0,37000.0,0.0,16009000.0,1538000.0,1241000.0,266000.0,6000.0,475000.0,0.0,8912000.0,287000.0,1000.0,86000.0,3000.0,5446000.0,5000.0,43305000.0,877000.0,0.0,13000.0,0.0,22990000.0,1000.0,322451000.0,11000.0,13000.0,0.0,602000.0,0.0,0.0,0.0,501000.0,0.0,288000.0,0.0,23917000.0,10630000.0,20855000.0,81000.0,281000.0,144686000.0,3618000.0,4355000.0,16000.0,11000.0,61000.0,407000.0,10928000.0,38214000.0,0.0,211780000.0,102000.0,0.0,0.0,15735000.0,3199000.0,0.0,0.0,0.0,7000.0,2140000.0,16000.0,2000.0,203000.0,0.0,2474000.0,12000.0,9000.0,0.0,0.0,156000.0,0.0,0.0,50000.0,1454000.0,2122000.0,1000.0,0.0,32000.0,0.0,23142000.0,6977000.0,0.0,14284000.0,0.0,54000.0,45236000.0,3658000.0,201000.0,0.0,972000.0,111000.0,3020000.0,10000.0,0.0,57000.0,0.0,965155000.0,2000.0,0.0,3717000.0,0.0,0.0,38000.0,84000.0,0.0,173000.0,1224000.0,13964000.0,0.0,0.0,0.0,0.0,274000.0,0.0,0.0,478000.0,31008000.0,178000.0,0.0,4000.0,850543000.0,9961000.0,0.0,0.0,0.0,45000.0,93000.0,19000.0,0.0,0.0
tun,0.0,0.0,0.0,0.0,12915000.0,322000.0,31562000.0,0.0,96648000.0,0.0,1980000.0,672000.0,14453000.0,0.0,0.0,0.0,0.0,0.0,30765000.0,0.0,0.0,61113000.0,28788000.0,2118000.0,19874000.0,6039000.0,1081000.0,25000.0,3388000.0,316000.0,1244000.0,12528000.0,9487000.0,23000.0,16181000.0,0.0,6230000.0,141000.0,5870000.0,2000.0,11703000.0,116215000.0,344000.0,332861000.0,24489000.0,20000.0,0.0,0.0,886041000.0,1084000.0,69593000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193700000.0,0.0,2945000.0,0.0,0.0,687000.0,0.0,33000.0,24995000.0,2943000.0,5386000.0,12081000.0,6239000.0,10598000.0,38000.0,0.0,555050000.0,5000.0,1000.0,41121000.0,15000.0,0.0,0.0,9000.0,2949000.0,1334000.0,0.0,1312000.0,9116000.0,10125000.0,5234000.0,0.0,14585000.0,201000.0,351000.0,1688000.0,69000.0,22000.0,0.0,2489000.0,524000.0,0.0,0.0,3237000.0,0.0,0.0,0.0,0.0,0.0,87823000.0,1231000.0,28000.0,2672000.0,1000.0,821000.0,82000.0,0.0,143000.0,0.0,22000000.0,88000.0,16206000.0,2692000.0,5000.0,1842000.0,0.0,304583000.0,3275000.0,460000.0,730000.0,0.0,3000.0,0.0,0.0,0.0,28563000.0,23000.0,37794000.0,0.0,7234000.0,0.0,0.0,1877000.0,0.0,0.0,30133000.0,11151000.0,0.0,0.0,0.0,206206000.0,756000.0,1000.0,0.0,0.0,0.0,23691000.0,0.0,1354000.0,0.0
tur,11000.0,0.0,4786000.0,0.0,6924000.0,13759000.0,127169000.0,0.0,154853000.0,0.0,0.0,5008000.0,135587000.0,601000.0,0.0,0.0,9720000.0,0.0,41111000.0,0.0,0.0,60710000.0,345534000.0,15156000.0,212000.0,0.0,5000.0,0.0,0.0,9667000.0,0.0,67778000.0,18000.0,24000.0,17639000.0,0.0,7806000.0,0.0,299000.0,0.0,8947000.0,85876000.0,23412000.0,800527000.0,39562000.0,0.0,0.0,0.0,370117000.0,0.0,303611000.0,982000.0,0.0,0.0,0.0,0.0,0.0,0.0,57667000.0,0.0,0.0,0.0,0.0,620000.0,0.0,0.0,59555000.0,171000.0,4516000.0,1263000.0,770631000.0,1150880000.0,2000.0,31920000.0,297465000.0,36000.0,19878000.0,109844000.0,86000.0,0.0,0.0,0.0,16775000.0,114436000.0,0.0,15552000.0,8700000.0,715963000.0,164000.0,0.0,17408000.0,22000.0,2309000.0,0.0,3446000.0,0.0,0.0,0.0,0.0,0.0,0.0,18930000.0,0.0,0.0,0.0,0.0,0.0,179049000.0,22260000.0,0.0,0.0,0.0,13036000.0,56000.0,125000.0,253000.0,0.0,31619000.0,0.0,6659000.0,0.0,0.0,255225000.0,0.0,76708000.0,20000.0,0.0,18757000.0,0.0,0.0,0.0,0.0,0.0,181280000.0,0.0,57709000.0,0.0,17290000.0,0.0,0.0,3000.0,21444000.0,18532000.0,0.0,55087000.0,48000.0,0.0,293000.0,428921000.0,4708000.0,0.0,0.0,0.0,0.0,76333000.0,5267000.0,0.0,0.0
twn,0.0,0.0,0.0,0.0,18866000.0,381457000.0,13219000.0,0.0,66056000.0,0.0,7532000.0,0.0,0.0,26089000.0,0.0,0.0,0.0,0.0,31975000.0,0.0,0.0,497580000.0,110044000.0,0.0,0.0,0.0,8091000.0,0.0,0.0,373000.0,63000.0,0.0,300570000.0,39494000.0,0.0,0.0,30678000.0,2000.0,0.0,0.0,829000.0,13423000.0,1285000.0,541936000.0,5077000.0,4000.0,107000.0,0.0,105950000.0,0.0,212154000.0,0.0,0.0,0.0,75000.0,0.0,0.0,0.0,4697000.0,0.0,15292000.0,0.0,0.0,167738000.0,8205000.0,0.0,0.0,366844000.0,0.0,9686000.0,0.0,0.0,14000.0,33615000.0,123765000.0,2573000.0,11188000.0,5142272000.0,9757000.0,0.0,0.0,19000.0,209759000.0,2080071000.0,0.0,0.0,697000.0,372614000.0,20574000.0,0.0,1389000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237415000.0,0.0,24000.0,0.0,0.0,229000.0,75360000.0,6928000.0,59000.0,50054000.0,1000.0,13340000.0,345000.0,54605000.0,99137000.0,0.0,0.0,0.0,4238000.0,0.0,0.0,0.0,0.0,1792588000.0,7366000.0,1597000.0,649221000.0,0.0,0.0,32610000.0,0.0,0.0,0.0,0.0,34948000.0,0.0,0.0,0.0,0.0,87075000.0,4000.0,8055000.0,23022000.0,0.0,15958000.0,0.0,8075000.0,4177007000.0,0.0,0.0,0.0,191000.0,0.0,13000.0,0.0,0.0,0.0
tza,0.0,0.0,0.0,0.0,1000.0,7082000.0,2279000.0,60000.0,38906000.0,0.0,0.0,4959000.0,5223000.0,37964000.0,0.0,0.0,0.0,0.0,21008000.0,0.0,0.0,11030000.0,9204000.0,0.0,11899000.0,0.0,0.0,1188000.0,0.0,0.0,0.0,86000.0,0.0,9000.0,10624000.0,0.0,21645000.0,0.0,0.0,0.0,1273000.0,1302000.0,20000.0,121939000.0,2470000.0,2000.0,0.0,0.0,28817000.0,0.0,215385000.0,35000.0,0.0,0.0,0.0,0.0,0.0,0.0,896000.0,0.0,0.0,0.0,0.0,6343000.0,0.0,0.0,7347000.0,42000.0,35419000.0,191000.0,58000.0,79556000.0,0.0,10062000.0,60959000.0,1000.0,2462000.0,107569000.0,9710000.0,0.0,0.0,0.0,105000.0,5706000.0,0.0,2732000.0,0.0,0.0,672000.0,0.0,0.0,86000.0,0.0,0.0,656000.0,3000.0,0.0,2881000.0,0.0,9000.0,177000.0,1504000.0,128000.0,0.0,0.0,130000.0,0.0,78318000.0,9997000.0,0.0,176000.0,46000.0,1171000.0,0.0,0.0,378000.0,0.0,5442000.0,159000.0,93000.0,0.0,0.0,5723000.0,11000.0,2781000.0,22000.0,0.0,6794000.0,0.0,0.0,0.0,189000.0,0.0,1015000.0,0.0,35741000.0,54000.0,0.0,0.0,0.0,9297000.0,6000.0,0.0,130000.0,10539000.0,0.0,102000.0,3000.0,75507000.0,0.0,0.0,0.0,0.0,32282000.0,8526000.0,109000.0,4124000.0,5000.0
uga,0.0,0.0,0.0,0.0,0.0,1093000.0,1090000.0,0.0,10045000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44000.0,0.0,0.0,156000.0,3736000.0,0.0,0.0,0.0,0.0,0.0,0.0,42000.0,0.0,0.0,0.0,0.0,0.0,0.0,1261000.0,0.0,0.0,0.0,12000.0,637000.0,0.0,25882000.0,181000.0,0.0,0.0,0.0,19767000.0,0.0,62344000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103000.0,0.0,0.0,0.0,0.0,1155000.0,0.0,0.0,0.0,0.0,0.0,1094000.0,0.0,0.0,0.0,305000.0,13860000.0,0.0,0.0,17056000.0,149558000.0,0.0,0.0,0.0,1111000.0,0.0,0.0,0.0,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124000.0,0.0,0.0,0.0,0.0,0.0,421000.0,17000.0,0.0,0.0,0.0,0.0,0.0,10276000.0,237000.0,0.0,0.0,0.0,39000.0,0.0,0.0,0.0,0.0,29000.0,0.0,9000.0,0.0,0.0,0.0,0.0,2000.0,0.0,4000.0,785000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1458000.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,14528000.0,0.0,0.0,10843000.0,0.0,0.0,0.0,0.0,0.0,12614000.0,0.0,0.0,0.0
ury,0.0,0.0,0.0,0.0,174063000.0,2357000.0,4884000.0,0.0,7457000.0,0.0,0.0,1145000.0,2655000.0,0.0,133000.0,0.0,2000.0,1066000.0,286538000.0,0.0,0.0,13555000.0,16953000.0,19606000.0,3160000.0,830000.0,0.0,0.0,437000.0,1451000.0,142000.0,10579000.0,0.0,0.0,1472000.0,0.0,15240000.0,373000.0,0.0,6280000.0,0.0,19124000.0,0.0,111427000.0,1328000.0,0.0,0.0,0.0,29728000.0,54000.0,69070000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204000.0,0.0,0.0,0.0,0.0,5808000.0,236000.0,0.0,1235000.0,119000.0,6350000.0,667000.0,0.0,211080000.0,0.0,2365000.0,46651000.0,1152000.0,0.0,67922000.0,45000.0,0.0,0.0,0.0,5702000.0,0.0,0.0,0.0,0.0,0.0,592000.0,9000.0,392000.0,108000.0,11602000.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,6468000.0,6069000.0,0.0,0.0,134350000.0,0.0,15103000.0,2125000.0,12000.0,483000.0,0.0,69000.0,7116000.0,10774000.0,35000.0,0.0,9988000.0,11000.0,309000.0,19471000.0,0.0,1159000.0,0.0,0.0,0.0,5000.0,3247000.0,0.0,0.0,37000.0,0.0,0.0,3326000.0,0.0,7536000.0,0.0,0.0,0.0,1969000.0,162000.0,3302000.0,1843000.0,11000.0,11112000.0,0.0,0.0,0.0,161067000.0,72755000.0,0.0,0.0,0.0,0.0,113000.0,8348000.0,0.0,0.0
usa,5770000.0,558707000.0,12305000.0,2114329000.0,787323000.0,2733115000.0,401641000.0,42200000.0,1991521000.0,0.0,219000.0,99442000.0,24379000.0,16508000.0,1423552000.0,60399000.0,13251000.0,187922000.0,3963188000.0,98160000.0,8008000.0,41836469000.0,2786230000.0,580047000.0,1139066000.0,302667000.0,636231000.0,369963000.0,95272000.0,1326619000.0,403029000.0,64530000.0,0.0,5715000.0,44721000.0,0.0,760215000.0,826964000.0,6859271000.0,923799000.0,478188000.0,1302033000.0,90754000.0,12233945000.0,475164000.0,9578000.0,52874000.0,0.0,5442502000.0,292973000.0,10121156000.0,213792000.0,1107000.0,95385000.0,5491000.0,130000.0,139000.0,0.0,311971000.0,14572000.0,458392000.0,17491000.0,134716000.0,4977205000.0,472303000.0,261815000.0,111678000.0,5450148000.0,1203447000.0,412156000.0,350306000.0,368235000.0,213766000.0,962129000.0,4639219000.0,415415000.0,2469000.0,32787520000.0,57535000.0,0.0,23957000.0,35423000.0,4375689000.0,497526000.0,268000.0,31872000.0,147472000.0,7399095000.0,136642000.0,118765000.0,39030000.0,96648000.0,12689776000.0,362000.0,7966000.0,8782000.0,2262000.0,112636000.0,274000.0,54428000.0,25421000.0,2659747000.0,2648905000.0,54052000.0,0.0,11299017000.0,228459000.0,2033211000.0,2726808000.0,5820000.0,782279000.0,362766000.0,137528000.0,345067000.0,1396554000.0,1887697000.0,56595000.0,454508000.0,0.0,274743000.0,83809000.0,249755000.0,337423000.0,70361000.0,13276862000.0,18506000.0,9403000.0,1948062000.0,428000.0,79850000.0,440800000.0,411000.0,1906000.0,459953000.0,125167000.0,1697233000.0,464000.0,29717000.0,0.0,16605000.0,862144000.0,2455638000.0,62177000.0,205472000.0,7303952000.0,33934000.0,131233000.0,101155000.0,0.0,5548724000.0,0.0,1528000.0,1283000.0,18852000.0,475225000.0,3562230000.0,203130000.0,39149000.0
ven,0.0,0.0,1000.0,154000.0,85159000.0,13381000.0,9299000.0,0.0,140885000.0,0.0,0.0,0.0,583000.0,2000.0,1772000.0,10000.0,573000.0,2753000.0,223673000.0,47000.0,0.0,495312000.0,98680000.0,62374000.0,44469000.0,0.0,0.0,0.0,0.0,171238000.0,1477000.0,15516000.0,6938000.0,0.0,30000.0,0.0,43043000.0,135986000.0,1000.0,37817000.0,9000.0,314604000.0,0.0,675702000.0,34520000.0,9000.0,0.0,0.0,319711000.0,0.0,300355000.0,0.0,0.0,4000.0,141000.0,0.0,7000.0,0.0,302000.0,0.0,1122000.0,538000.0,34118000.0,52491000.0,4882000.0,713000.0,1437000.0,7098000.0,2884000.0,17753000.0,121000.0,17000.0,56000.0,6684000.0,427703000.0,13840000.0,0.0,851157000.0,0.0,0.0,18000.0,446000.0,31816000.0,0.0,0.0,73000.0,434000.0,0.0,5000.0,202000.0,6000.0,35000.0,79858000.0,0.0,73000.0,109000.0,0.0,1400000.0,0.0,0.0,12806000.0,8081000.0,75917000.0,0.0,0.0,29417000.0,209000.0,182970000.0,20339000.0,0.0,14163000.0,0.0,238000.0,121441000.0,52742000.0,1442000.0,0.0,6581000.0,63000.0,15860000.0,13000.0,0.0,351000.0,0.0,6000.0,3000.0,0.0,3987000.0,0.0,0.0,515000.0,14000.0,0.0,679000.0,11042000.0,68269000.0,0.0,5000.0,0.0,0.0,201000.0,4249000.0,700000.0,473000.0,50534000.0,0.0,0.0,3154000.0,5140526000.0,0.0,57000.0,0.0,0.0,0.0,3918000.0,65328000.0,0.0,0.0
vnm,0.0,0.0,0.0,0.0,2714000.0,42347000.0,4124000.0,0.0,11770000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305000.0,639000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15197000.0,0.0,0.0,0.0,0.0,1043000.0,139000.0,16562000.0,2725000.0,0.0,0.0,0.0,59826000.0,0.0,34795000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42306000.0,0.0,0.0,0.0,0.0,2103000.0,0.0,0.0,4000.0,14000.0,0.0,0.0,0.0,0.0,0.0,6000.0,42346000.0,0.0,0.0,113084000.0,0.0,0.0,0.0,0.0,8696000.0,19975000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66000.0,0.0,0.0,0.0,0.0,0.0,10747000.0,1670000.0,0.0,181000.0,0.0,6000.0,0.0,0.0,5872000.0,0.0,17425000.0,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,0.0,0.0,49716000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51022000.0,0.0,0.0,0.0,0.0,12183000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,994000.0,0.0,0.0,0.0,0.0,0.0,967000.0,0.0,0.0,0.0
wsm,0.0,0.0,0.0,0.0,0.0,12702000.0,4000.0,0.0,44000.0,0.0,0.0,124000.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,0.0,0.0,81000.0,8000.0,0.0,1014000.0,0.0,0.0,0.0,0.0,0.0,0.0,28000.0,0.0,0.0,2000.0,0.0,29000.0,0.0,0.0,0.0,0.0,14000.0,0.0,1245000.0,9000.0,0.0,1954000.0,0.0,76000.0,0.0,3575000.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,817000.0,0.0,0.0,1000.0,2000.0,79000.0,6000.0,0.0,0.0,0.0,0.0,66000.0,0.0,0.0,5830000.0,0.0,0.0,0.0,0.0,154000.0,0.0,0.0,0.0,0.0,0.0,22000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,17000.0,0.0,0.0,0.0,314000.0,5000.0,0.0,20422000.0,0.0,31000.0,0.0,838000.0,12000.0,28000.0,0.0,0.0,2000.0,0.0,0.0,9000.0,0.0,0.0,0.0,0.0,6842000.0,0.0,0.0,0.0,0.0,0.0,9000.0,0.0,68000.0,0.0,0.0,0.0,0.0,26000.0,0.0,0.0,0.0,379000.0,0.0,0.0,0.0,5414000.0,0.0,0.0,0.0,0.0,0.0,0.0,58000.0,0.0,0.0
yar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57000.0,0.0,0.0,0.0,0.0,0.0,1440000.0,0.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8871000.0,0.0,0.0,396000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,0.0,48000.0,455000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5940000.0,0.0,19000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440000.0,0.0,0.0,0.0,0.0,0.0,2377000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11387000.0,0.0,0.0,0.0,0.0,0.0,640000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241000.0,0.0,0.0,0.0,4984000.0,0.0,0.0,0.0,0.0
ymd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113454000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yug,857000.0,14868000.0,63286000.0,0.0,0.0,0.0,0.0,1487000.0,0.0,0.0,0.0,8649000.0,0.0,0.0,0.0,0.0,0.0,4109000.0,0.0,0.0,0.0,0.0,0.0,22953000.0,0.0,14912000.0,0.0,0.0,821000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117703000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10624000.0,0.0,8928000.0,0.0,8208000.0,0.0,301000.0,0.0,7445000.0,0.0,0.0,648000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184000.0,0.0,440000.0,0.0,0.0,0.0,1296000.0,0.0,280529000.0,0.0,116000.0,0.0,0.0,0.0,0.0,0.0,0.0,1607000.0,0.0,4733000.0,1722000.0,0.0,0.0,0.0,0.0,0.0,204847000.0,1672000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3647000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179000.0,0.0,0.0,0.0,0.0,0.0,5199000.0,0.0,41195000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24000.0,0.0,0.0,0.0,6000.0,0.0,0.0,40562000.0,0.0
zaf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125000.0,48000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
